textid	text	pair	weak	strong	label
98	Two mammals are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	mammals	dogs	neutral
99	Two dogs are running together down a with path covered in dead leaves.	Two spaniels are running together down a with path covered in dead leaves.	dogs	spaniels	neutral
100	Two spaniels are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	dogs	spaniels	entailment
103	Two dogs are running together down a with path covered in dead leaves.	Two corgis are running together down a with path covered in dead leaves.	dogs	corgis	neutral
104	Two corgis are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	dogs	corgis	entailment
105	Two dogs are running together down a with path covered in dead leaves.	Two terriers are running together down a with path covered in dead leaves.	dogs	terriers	neutral
106	Two terriers are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	dogs	terriers	entailment
107	Two dogs are running together down a with path covered in dead leaves.	Two beagles are running together down a with path covered in dead leaves.	dogs	beagles	neutral
108	Two beagles are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	dogs	beagles	entailment
113	Two dogs are running together down a with path covered in dead leaves.	Two huskies are running together down a with path covered in dead leaves.	dogs	huskies	neutral
114	Two huskies are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	dogs	huskies	entailment
115	A young man playing with a large yo-yo.	A young man playing with a large toy.	toy	yo-yo	entailment
116	A young man playing with a large toy.	A young man playing with a large yo-yo.	toy	yo-yo	neutral
117	A woman who is fixing her computer while showing her daughter what it is doing.	A woman who is fixing her machine while showing her daughter what it is doing.	machine	computer	entailment
118	A woman who is fixing her machine while showing her daughter what it is doing.	A woman who is fixing her computer while showing her daughter what it is doing.	machine	computer	neutral
119	A woman who is fixing her computer while showing her daughter what it is doing.	A woman who is fixing her device while showing her daughter what it is doing.	device	computer	entailment
120	A woman who is fixing her device while showing her daughter what it is doing.	A woman who is fixing her computer while showing her daughter what it is doing.	device	computer	neutral
121	Child sliding down slide into pool of water.	Child sliding down slide into pool of saltwater.	water	saltwater	neutral
122	Child sliding down slide into pool of saltwater.	Child sliding down slide into pool of water.	water	saltwater	entailment
123	Child sliding down slide into pool of water.	Child sliding down slide into pool of rainwater.	water	rainwater	neutral
124	Child sliding down slide into pool of rainwater.	Child sliding down slide into pool of water.	water	rainwater	entailment
127	A black dog chases birds on the shoreline	A black dog chases eagles on the shoreline	birds	eagles	neutral
128	A black dog chases eagles on the shoreline	A black dog chases birds on the shoreline	birds	eagles	entailment
129	A black dog chases birds on the shoreline	A black dog chases swans on the shoreline	birds	swans	neutral
130	A black dog chases swans on the shoreline	A black dog chases birds on the shoreline	birds	swans	entailment
135	A black dog chases birds on the shoreline	A black dog chases owls on the shoreline	birds	owls	neutral
136	A black dog chases owls on the shoreline	A black dog chases birds on the shoreline	birds	owls	entailment
141	A black dog chases birds on the shoreline	A black dog chases ducks on the shoreline	birds	ducks	neutral
142	A black dog chases ducks on the shoreline	A black dog chases birds on the shoreline	birds	ducks	entailment
143	A black dog chases birds on the shoreline	A black dog chases parrots on the shoreline	birds	parrots	neutral
144	A black dog chases parrots on the shoreline	A black dog chases birds on the shoreline	birds	parrots	entailment
145	A black dog chases birds on the shoreline	A black dog chases turkeys on the shoreline	birds	turkeys	neutral
146	A black dog chases turkeys on the shoreline	A black dog chases birds on the shoreline	birds	turkeys	entailment
147	A black dog chases birds on the shoreline	A black dog chases doves on the shoreline	birds	doves	neutral
148	A black dog chases doves on the shoreline	A black dog chases birds on the shoreline	birds	doves	entailment
149	A black dog chases birds on the shoreline	A black dog chases geese on the shoreline	birds	geese	neutral
150	A black dog chases geese on the shoreline	A black dog chases birds on the shoreline	birds	geese	entailment
153	A black dog chases birds on the shoreline	A black dog chases crows on the shoreline	birds	crows	neutral
154	A black dog chases crows on the shoreline	A black dog chases birds on the shoreline	birds	crows	entailment
155	A black dog chases birds on the shoreline	A black dog chases chickens on the shoreline	birds	chickens	neutral
156	A black dog chases chickens on the shoreline	A black dog chases birds on the shoreline	birds	chickens	entailment
157	A black dog chases birds on the shoreline	A black dog chases sparrows on the shoreline	birds	sparrows	neutral
158	A black dog chases sparrows on the shoreline	A black dog chases birds on the shoreline	birds	sparrows	entailment
159	A black dog chases birds on the shoreline	A black dog chases penguins on the shoreline	birds	penguins	neutral
160	A black dog chases penguins on the shoreline	A black dog chases birds on the shoreline	birds	penguins	entailment
161	A woman wearing a red helmet with a white star on it, rollerblading.	A woman wearing a red helmet with a white shape on it, rollerblading.	shape	star	entailment
162	A woman wearing a red helmet with a white shape on it, rollerblading.	A woman wearing a red helmet with a white star on it, rollerblading.	shape	star	neutral
163	The worker is standing on a ladder on a city sidewalk repairing the building with a large drill.	The worker is standing on a ladder on a city sidewalk repairing the building with a large tool.	tool	drill	entailment
164	The worker is standing on a ladder on a city sidewalk repairing the building with a large tool.	The worker is standing on a ladder on a city sidewalk repairing the building with a large drill.	tool	drill	neutral
165	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by foods.	foods	vegetables	entailment
166	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by foods.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	foods	vegetables	neutral
167	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by yams.	vegetables	yams	neutral
168	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by yams.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	vegetables	yams	entailment
171	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by carrots.	vegetables	carrots	neutral
172	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by carrots.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	vegetables	carrots	entailment
173	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by tomatoes.	vegetables	tomatoes	neutral
174	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by tomatoes.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	vegetables	tomatoes	entailment
175	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by peppers.	vegetables	peppers	neutral
176	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by peppers.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	vegetables	peppers	entailment
177	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by cabbages.	vegetables	cabbages	neutral
178	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by cabbages.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	vegetables	cabbages	entailment
181	Baseball player makes a catch in front of an umpire.	Baseball player makes a catch in front of a person.	person	umpire	entailment
182	Baseball player makes a catch in front of a person.	Baseball player makes a catch in front of an umpire.	person	umpire	neutral
187	Two women laughing at a cat walking on the furniture.	Two women laughing at a tabby walking on the furniture.	cat	tabby	neutral
188	Two women laughing at a tabby walking on the furniture.	Two women laughing at a cat walking on the furniture.	cat	tabby	entailment
189	A man in a red shirt is walking on the street.	A man in a red garment is walking on the street.	garment	shirt	entailment
190	A man in a red garment is walking on the street.	A man in a red shirt is walking on the street.	garment	shirt	neutral
191	Two young males working in a garden.	Two young males working in a location.	location	garden	entailment
192	Two young males working in a location.	Two young males working in a garden.	location	garden	neutral
195	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by plants.	plants	trees	entailment
196	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by plants.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	plants	trees	neutral
199	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by firs.	trees	firs	neutral
200	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by firs.	People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.	trees	firs	entailment
201	A girl sits a piano with a microphone.	A girl sits an instrument with a microphone.	instrument	piano	entailment
202	A girl sits an instrument with a microphone.	A girl sits a piano with a microphone.	instrument	piano	neutral
205	Boy with toy gun pointed at the camera.	Boy with toy revolver pointed at the camera.	gun	revolver	neutral
206	Boy with toy revolver pointed at the camera.	Boy with toy gun pointed at the camera.	gun	revolver	entailment
207	Boy with toy gun pointed at the camera.	Boy with toy shotgun pointed at the camera.	gun	shotgun	neutral
208	Boy with toy shotgun pointed at the camera.	Boy with toy gun pointed at the camera.	gun	shotgun	entailment
215	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a plant as they watch the sunset over the ocean.	plant	tree	entailment
216	Two men stand beneath a plant as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	plant	tree	neutral
217	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a willow as they watch the sunset over the ocean.	tree	willow	neutral
218	Two men stand beneath a willow as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	tree	willow	entailment
221	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a magnolia as they watch the sunset over the ocean.	tree	magnolia	neutral
222	Two men stand beneath a magnolia as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	tree	magnolia	entailment
223	Two men stand beneath a tree as they watch the sunset over the ocean.	Two men stand beneath a fir as they watch the sunset over the ocean.	tree	fir	neutral
224	Two men stand beneath a fir as they watch the sunset over the ocean.	Two men stand beneath a tree as they watch the sunset over the ocean.	tree	fir	entailment
227	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a plant.	plant	tree	entailment
228	An elderly man is sitting on a bench with his foot propped up on a plant.	An elderly man is sitting on a bench with his foot propped up on a tree.	plant	tree	neutral
229	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a magnolia.	tree	magnolia	neutral
230	An elderly man is sitting on a bench with his foot propped up on a magnolia.	An elderly man is sitting on a bench with his foot propped up on a tree.	tree	magnolia	entailment
237	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on an elm.	tree	elm	neutral
238	An elderly man is sitting on a bench with his foot propped up on an elm.	An elderly man is sitting on a bench with his foot propped up on a tree.	tree	elm	entailment
239	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a willow.	tree	willow	neutral
240	An elderly man is sitting on a bench with his foot propped up on a willow.	An elderly man is sitting on a bench with his foot propped up on a tree.	tree	willow	entailment
241	An elderly man is sitting on a bench with his foot propped up on a tree.	An elderly man is sitting on a bench with his foot propped up on a maple.	tree	maple	neutral
242	An elderly man is sitting on a bench with his foot propped up on a maple.	An elderly man is sitting on a bench with his foot propped up on a tree.	tree	maple	entailment
243	A boy swinging or holding an axe.	A boy swinging or holding a tool.	tool	axe	entailment
244	A boy swinging or holding a tool.	A boy swinging or holding an axe.	tool	axe	neutral
245	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a reptile.	reptile	snake	entailment
246	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a reptile.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	reptile	snake	neutral
247	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and an animal.	animal	snake	entailment
248	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and an animal.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	animal	snake	neutral
251	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a boa.	snake	boa	neutral
252	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a boa.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	snake	boa	entailment
253	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a cobra.	snake	cobra	neutral
254	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a cobra.	A choir is singing with a conductor guiding a symphony in a roman style building in front of a large gold statue of a woman and a snake.	snake	cobra	entailment
259	a man wearing a brown shirt throwing the basketball into the basket.	a man wearing a brown shirt throwing the ball into the basket.	ball	basketball	entailment
260	a man wearing a brown shirt throwing the ball into the basket.	a man wearing a brown shirt throwing the basketball into the basket.	ball	basketball	neutral
261	This is a young guy reaching for a falcon on a perch.	This is a young guy reaching for a bird on a perch.	bird	falcon	entailment
262	This is a young guy reaching for a bird on a perch.	This is a young guy reaching for a falcon on a perch.	bird	falcon	neutral
263	A man in a black t-shirt is standing in front of a book shelf.	An adult in a black t-shirt is standing in front of a book shelf.	adult	man	entailment
264	An adult in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	adult	man	neutral
265	A man in a black t-shirt is standing in front of a book shelf.	An individual in a black t-shirt is standing in front of a book shelf.	individual	man	entailment
266	An individual in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	individual	man	neutral
267	A man in a black t-shirt is standing in front of a book shelf.	A widower in a black t-shirt is standing in front of a book shelf.	man	widower	neutral
268	A widower in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	man	widower	entailment
269	A man in a black t-shirt is standing in front of a book shelf.	A hunk in a black t-shirt is standing in front of a book shelf.	man	hunk	neutral
270	A hunk in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	man	hunk	entailment
271	A man in a black t-shirt is standing in front of a book shelf.	A geezer in a black t-shirt is standing in front of a book shelf.	man	geezer	neutral
272	A geezer in a black t-shirt is standing in front of a book shelf.	A man in a black t-shirt is standing in front of a book shelf.	man	geezer	entailment
275	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young adult is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	adult	woman	entailment
276	A young adult is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	adult	woman	neutral
277	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young person is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	person	woman	entailment
278	A young person is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	person	woman	neutral
283	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young maid is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	maid	neutral
284	A young maid is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	maid	entailment
285	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young girlfriend is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	girlfriend	neutral
286	A young girlfriend is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	girlfriend	entailment
287	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young hooker is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	hooker	neutral
288	A young hooker is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	hooker	entailment
291	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young housewife is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	housewife	neutral
292	A young housewife is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	housewife	entailment
293	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young whore is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	whore	neutral
294	A young whore is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	whore	entailment
295	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young mother is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	mother	neutral
296	A young mother is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	mother	entailment
297	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young bridesmaid is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	bridesmaid	neutral
298	A young bridesmaid is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	A young woman is drinking a beer while dressing in a pageant costume which includes lots of pink feathers and beads.	woman	bridesmaid	entailment
303	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black pot as she wades through shallow water under a bridge.	object	pot	neutral
304	A woman wearing a maroon hoodie is holding a black pot as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	pot	entailment
307	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black helmet as she wades through shallow water under a bridge.	object	helmet	neutral
308	A woman wearing a maroon hoodie is holding a black helmet as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	helmet	entailment
309	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black brush as she wades through shallow water under a bridge.	object	brush	neutral
310	A woman wearing a maroon hoodie is holding a black brush as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	brush	entailment
315	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black calculator as she wades through shallow water under a bridge.	object	calculator	neutral
316	A woman wearing a maroon hoodie is holding a black calculator as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	calculator	entailment
319	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black jacket as she wades through shallow water under a bridge.	object	jacket	neutral
320	A woman wearing a maroon hoodie is holding a black jacket as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	jacket	entailment
325	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black hat as she wades through shallow water under a bridge.	object	hat	neutral
326	A woman wearing a maroon hoodie is holding a black hat as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	hat	entailment
327	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black cane as she wades through shallow water under a bridge.	object	cane	neutral
328	A woman wearing a maroon hoodie is holding a black cane as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	cane	entailment
