textid	target	model	tokenizer	predicted	prob
125	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7386102080345154
126	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8417930603027344
133	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.960778534412384
134	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9592433571815491
137	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8677617907524109
138	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9322030544281006
151	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8117659091949463
152	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8958643078804016
169	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.6626212000846863
170	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9519129395484924
183	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9842041730880737
184	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9908613562583923
185	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.6995428204536438
186	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9815799593925476
193	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8891258239746094
194	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.830207347869873
211	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9865263104438782
212	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9805618524551392
213	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9872665405273438
214	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.596971869468689
219	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9474480748176575
220	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8459259867668152
225	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7918170690536499
226	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.6752378940582275
231	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8341905474662781
232	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.98240727186203
235	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7495362162590027
236	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.6923937201499939
281	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.91458660364151
282	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8233374953269958
301	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9892362356185913
302	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.989513099193573
305	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.6684486865997314
306	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9502146244049072
321	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9210165143013
322	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8126940131187439
365	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9697692394256592
366	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9906032681465149
373	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7692884802818298
374	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9806218147277832
375	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9719437956809998
376	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9856853485107422
385	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.904841959476471
386	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9792976379394531
429	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9353547692298889
430	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9883727431297302
433	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9075738787651062
434	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9861138463020325
439	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9431236982345581
440	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9327086806297302
459	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9848530888557434
460	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9882068037986755
467	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9734055995941162
468	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.984014093875885
485	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9912663102149963
486	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9916316270828247
489	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9828467965126038
490	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9802713990211487
493	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7825421690940857
494	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9155475497245789
495	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9284826517105103
496	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9072492718696594
521	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8017961978912354
522	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9727737903594971
559	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.5090329051017761
560	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9703888893127441
563	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.6282846927642822
564	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9705645442008972
579	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7348567843437195
580	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9829189777374268
583	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.917931854724884
584	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9498699307441711
623	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.5819985866546631
624	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9831508994102478
625	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7822554111480713
626	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8872885704040527
631	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.5769611597061157
632	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9861051440238953
637	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8214167356491089
638	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9793514013290405
657	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8506463766098022
658	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9650174379348755
665	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.6078121066093445
666	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9620276689529419
669	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9622860550880432
670	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8620797991752625
683	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9358092546463013
684	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.7074671983718872
701	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9630963802337646
702	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.984393298625946
729	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.768081784248352
730	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.943830668926239
741	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9678034782409668
742	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9859835505485535
745	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9931749701499939
746	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9772477746009827
753	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9698487520217896
754	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9546664357185364
781	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9766873121261597
782	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.980405867099762
795	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8936733603477478
796	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8795814514160156
801	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9073804616928101
802	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9831023812294006
803	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8252605199813843
804	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.921500563621521
811	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9397425651550293
812	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8860628008842468
817	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9552226662635803
818	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.5610464215278625
861	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.939696192741394
862	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.6355504989624023
875	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9936163425445557
876	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9911383986473083
889	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9555766582489014
890	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9836065769195557
903	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9855722188949585
904	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9827462434768677
907	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.48979875445365906
908	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.6550687551498413
911	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9535813927650452
912	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.7885476350784302
915	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7868731617927551
916	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.5836846828460693
935	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9445147514343262
936	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.6193112134933472
961	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9314548373222351
962	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9706137180328369
973	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9782728552818298
974	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9813500642776489
991	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9184974431991577
992	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9811475276947021
1007	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9819720387458801
1008	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.977151095867157
1045	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8202950358390808
1046	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9888246655464172
1049	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8301870822906494
1050	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9892714619636536
1055	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9254838228225708
1056	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9793123602867126
1057	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9527460336685181
1058	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9371908903121948
1061	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8003721833229065
1062	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.6789381504058838
1075	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9723485112190247
1076	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.931999683380127
1085	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.4466497600078583
1086	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9601138234138489
1093	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8186908960342407
1094	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8280905485153198
1095	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.686919629573822
1096	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9764873385429382
1097	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9042141437530518
1098	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9483323693275452
1105	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9239068031311035
1106	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8909419178962708
1115	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9212814569473267
1116	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.5773199200630188
1125	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9376681447029114
1126	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9268012046813965
1145	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9432026147842407
1146	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.7801507115364075
1147	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8859965801239014
1148	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9148206114768982
1159	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9666543006896973
1160	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9382144212722778
1173	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.6441469788551331
1174	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9535127878189087
1181	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7026757597923279
1182	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8257890343666077
1185	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.5331992506980896
1186	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9454033970832825
1203	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.5734876394271851
1204	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9923441410064697
1221	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8718328475952148
1222	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9275866150856018
1313	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9522300958633423
1314	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.5372413396835327
1323	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9658199548721313
1324	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9793204069137573
1325	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9219369888305664
1326	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.6717674732208252
1327	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9114195704460144
1328	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.5199894309043884
1331	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8516435623168945
1332	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.8832181096076965
1333	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.976809024810791
1334	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.553033173084259
1335	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.7499133944511414
1336	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.6251860857009888
1373	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.933280885219574
1374	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.5242716670036316
1431	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8174410462379456
1432	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.986481785774231
1437	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.8185202479362488
1438	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9877590537071228
1439	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.5465844869613647
1440	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	entailment	0.9747040271759033
1465	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9900994896888733
1466	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.9917768239974976
1471	neutral	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.49026015400886536
1472	entailment	JeremiahZ/bert-base-uncased-mnli	JeremiahZ/bert-base-uncased-mnli	neutral	0.5678436756134033
3	neutral	../models/sym_base	../models/sym_base	neutral	0.9992541670799255
4	entailment	../models/sym_base	../models/sym_base	neutral	0.9996602535247803
29	neutral	../models/sym_base	../models/sym_base	neutral	0.999725341796875
30	entailment	../models/sym_base	../models/sym_base	neutral	0.9996329545974731
31	neutral	../models/sym_base	../models/sym_base	neutral	0.999663233757019
32	entailment	../models/sym_base	../models/sym_base	neutral	0.9996927976608276
45	neutral	../models/sym_base	../models/sym_base	neutral	0.9903305172920227
46	entailment	../models/sym_base	../models/sym_base	neutral	0.9938449263572693
47	neutral	../models/sym_base	../models/sym_base	neutral	0.9952169060707092
48	entailment	../models/sym_base	../models/sym_base	neutral	0.9960971474647522
75	neutral	../models/sym_base	../models/sym_base	neutral	0.9996028542518616
76	entailment	../models/sym_base	../models/sym_base	neutral	0.9996858239173889
87	neutral	../models/sym_base	../models/sym_base	neutral	0.9998638033866882
88	entailment	../models/sym_base	../models/sym_base	neutral	0.9998875260353088
111	neutral	../models/sym_base	../models/sym_base	neutral	0.9995798468589783
112	entailment	../models/sym_base	../models/sym_base	neutral	0.999663233757019
125	entailment	../models/sym_base	../models/sym_base	neutral	0.9993289709091187
