textid	text	pair	weak	strong	label
48	she parked the coupe under a shady tree.	she parked the car under a shady tree.	coupe	car	entailment
49	she parked the car under a shady tree.	she parked the hatchback under a shady tree.	hatchback	car	neutral
50	she parked the hatchback under a shady tree.	she parked the car under a shady tree.	hatchback	car	entailment
51	the blue car had a scratch along the passenger door.	the blue sedan had a scratch along the passenger door.	sedan	car	neutral
52	the blue sedan had a scratch along the passenger door.	the blue car had a scratch along the passenger door.	sedan	car	entailment
53	the blue car had a scratch along the passenger door.	the blue convertible had a scratch along the passenger door.	convertible	car	neutral
54	the blue convertible had a scratch along the passenger door.	the blue car had a scratch along the passenger door.	convertible	car	entailment
55	the blue car had a scratch along the passenger door.	the blue SUV had a scratch along the passenger door.	SUV	car	neutral
56	the blue SUV had a scratch along the passenger door.	the blue car had a scratch along the passenger door.	SUV	car	entailment
57	the blue car had a scratch along the passenger door.	the blue coupe had a scratch along the passenger door.	coupe	car	neutral
58	the blue coupe had a scratch along the passenger door.	the blue car had a scratch along the passenger door.	coupe	car	entailment
59	the blue car had a scratch along the passenger door.	the blue hatchback had a scratch along the passenger door.	hatchback	car	neutral
60	the blue hatchback had a scratch along the passenger door.	the blue car had a scratch along the passenger door.	hatchback	car	entailment
61	two cars collided at the icy junction near the river.	two sedans collided at the icy junction near the river.	sedan	car	neutral
62	two sedans collided at the icy junction near the river.	two cars collided at the icy junction near the river.	sedan	car	entailment
63	two cars collided at the icy junction near the river.	two convertibles collided at the icy junction near the river.	convertible	car	neutral
64	two convertibles collided at the icy junction near the river.	two cars collided at the icy junction near the river.	convertible	car	entailment
65	two cars collided at the icy junction near the river.	two SUVs collided at the icy junction near the river.	SUV	car	neutral
66	two SUVs collided at the icy junction near the river.	two cars collided at the icy junction near the river.	SUV	car	entailment
67	two cars collided at the icy junction near the river.	two coupes collided at the icy junction near the river.	coupe	car	neutral
68	two coupes collided at the icy junction near the river.	two cars collided at the icy junction near the river.	coupe	car	entailment
69	two cars collided at the icy junction near the river.	two hatchbacks collided at the icy junction near the river.	hatchback	car	neutral
70	two hatchbacks collided at the icy junction near the river.	two cars collided at the icy junction near the river.	hatchback	car	entailment
71	a car alarm went off in the middle of the night.	a sedan alarm went off in the middle of the night.	sedan	car	neutral
72	a sedan alarm went off in the middle of the night.	a car alarm went off in the middle of the night.	sedan	car	entailment
73	a car alarm went off in the middle of the night.	a convertible alarm went off in the middle of the night.	convertible	car	neutral
74	a convertible alarm went off in the middle of the night.	a car alarm went off in the middle of the night.	convertible	car	entailment
75	a car alarm went off in the middle of the night.	a SUV alarm went off in the middle of the night.	SUV	car	neutral
76	a SUV alarm went off in the middle of the night.	a car alarm went off in the middle of the night.	SUV	car	entailment
77	a car alarm went off in the middle of the night.	a coupe alarm went off in the middle of the night.	coupe	car	neutral
78	a coupe alarm went off in the middle of the night.	a car alarm went off in the middle of the night.	coupe	car	entailment
79	a car alarm went off in the middle of the night.	a hatchback alarm went off in the middle of the night.	hatchback	car	neutral
80	a hatchback alarm went off in the middle of the night.	a car alarm went off in the middle of the night.	hatchback	car	entailment
81	he sold his car to buy a bicycle for commuting.	he sold his sedan to buy a bicycle for commuting.	sedan	car	neutral
82	he sold his sedan to buy a bicycle for commuting.	he sold his car to buy a bicycle for commuting.	sedan	car	entailment
83	he sold his car to buy a bicycle for commuting.	he sold his convertible to buy a bicycle for commuting.	convertible	car	neutral
84	he sold his convertible to buy a bicycle for commuting.	he sold his car to buy a bicycle for commuting.	convertible	car	entailment
85	he sold his car to buy a bicycle for commuting.	he sold his SUV to buy a bicycle for commuting.	SUV	car	neutral
86	he sold his SUV to buy a bicycle for commuting.	he sold his car to buy a bicycle for commuting.	SUV	car	entailment
87	he sold his car to buy a bicycle for commuting.	he sold his coupe to buy a bicycle for commuting.	coupe	car	neutral
88	he sold his coupe to buy a bicycle for commuting.	he sold his car to buy a bicycle for commuting.	coupe	car	entailment
89	he sold his car to buy a bicycle for commuting.	he sold his hatchback to buy a bicycle for commuting.	hatchback	car	neutral
90	he sold his hatchback to buy a bicycle for commuting.	he sold his car to buy a bicycle for commuting.	hatchback	car	entailment
91	the car's headlights cut through the fog on the highway.	the sedan's headlights cut through the fog on the highway.	sedan	car	neutral
92	the sedan's headlights cut through the fog on the highway.	the car's headlights cut through the fog on the highway.	sedan	car	entailment
93	the car's headlights cut through the fog on the highway.	the convertible's headlights cut through the fog on the highway.	convertible	car	neutral
94	the convertible's headlights cut through the fog on the highway.	the car's headlights cut through the fog on the highway.	convertible	car	entailment
95	the car's headlights cut through the fog on the highway.	the SUV's headlights cut through the fog on the highway.	SUV	car	neutral
96	the SUV's headlights cut through the fog on the highway.	the car's headlights cut through the fog on the highway.	SUV	car	entailment
97	the car's headlights cut through the fog on the highway.	the coupe's headlights cut through the fog on the highway.	coupe	car	neutral
98	the coupe's headlights cut through the fog on the highway.	the car's headlights cut through the fog on the highway.	coupe	car	entailment
99	the car's headlights cut through the fog on the highway.	the hatchback's headlights cut through the fog on the highway.	hatchback	car	neutral
100	the hatchback's headlights cut through the fog on the highway.	the car's headlights cut through the fog on the highway.	hatchback	car	entailment
101	a rental car waited at the airport terminal for the arriving family.	a rental sedan waited at the airport terminal for the arriving family.	sedan	car	neutral
102	a rental sedan waited at the airport terminal for the arriving family.	a rental car waited at the airport terminal for the arriving family.	sedan	car	entailment
103	a rental car waited at the airport terminal for the arriving family.	a rental convertible waited at the airport terminal for the arriving family.	convertible	car	neutral
104	a rental convertible waited at the airport terminal for the arriving family.	a rental car waited at the airport terminal for the arriving family.	convertible	car	entailment
105	a rental car waited at the airport terminal for the arriving family.	a rental SUV waited at the airport terminal for the arriving family.	SUV	car	neutral
106	a rental SUV waited at the airport terminal for the arriving family.	a rental car waited at the airport terminal for the arriving family.	SUV	car	entailment
107	a rental car waited at the airport terminal for the arriving family.	a rental coupe waited at the airport terminal for the arriving family.	coupe	car	neutral
108	a rental coupe waited at the airport terminal for the arriving family.	a rental car waited at the airport terminal for the arriving family.	coupe	car	entailment
109	a rental car waited at the airport terminal for the arriving family.	a rental hatchback waited at the airport terminal for the arriving family.	hatchback	car	neutral
110	a rental hatchback waited at the airport terminal for the arriving family.	a rental car waited at the airport terminal for the arriving family.	hatchback	car	entailment
111	she kept a spare tire in the trunk of the car.	she kept a spare tire in the trunk of the sedan.	sedan	car	neutral
112	she kept a spare tire in the trunk of the sedan.	she kept a spare tire in the trunk of the car.	sedan	car	entailment
113	she kept a spare tire in the trunk of the car.	she kept a spare tire in the trunk of the convertible.	convertible	car	neutral
114	she kept a spare tire in the trunk of the convertible.	she kept a spare tire in the trunk of the car.	convertible	car	entailment
115	she kept a spare tire in the trunk of the car.	she kept a spare tire in the trunk of the SUV.	SUV	car	neutral
116	she kept a spare tire in the trunk of the SUV.	she kept a spare tire in the trunk of the car.	SUV	car	entailment
117	she kept a spare tire in the trunk of the car.	she kept a spare tire in the trunk of the coupe.	coupe	car	neutral
118	she kept a spare tire in the trunk of the coupe.	she kept a spare tire in the trunk of the car.	coupe	car	entailment
119	she kept a spare tire in the trunk of the car.	she kept a spare tire in the trunk of the hatchback.	hatchback	car	neutral
120	she kept a spare tire in the trunk of the hatchback.	she kept a spare tire in the trunk of the car.	hatchback	car	entailment
121	a luxury car drew attention as it rolled down the avenue.	a luxury sedan drew attention as it rolled down the avenue.	sedan	car	neutral
122	a luxury sedan drew attention as it rolled down the avenue.	a luxury car drew attention as it rolled down the avenue.	sedan	car	entailment
123	a luxury car drew attention as it rolled down the avenue.	a luxury convertible drew attention as it rolled down the avenue.	convertible	car	neutral
124	a luxury convertible drew attention as it rolled down the avenue.	a luxury car drew attention as it rolled down the avenue.	convertible	car	entailment
125	a luxury car drew attention as it rolled down the avenue.	a luxury SUV drew attention as it rolled down the avenue.	SUV	car	neutral
126	a luxury SUV drew attention as it rolled down the avenue.	a luxury car drew attention as it rolled down the avenue.	SUV	car	entailment
127	a luxury car drew attention as it rolled down the avenue.	a luxury coupe drew attention as it rolled down the avenue.	coupe	car	neutral
128	a luxury coupe drew attention as it rolled down the avenue.	a luxury car drew attention as it rolled down the avenue.	coupe	car	entailment
129	a luxury car drew attention as it rolled down the avenue.	a luxury hatchback drew attention as it rolled down the avenue.	hatchback	car	neutral
130	a luxury hatchback drew attention as it rolled down the avenue.	a luxury car drew attention as it rolled down the avenue.	hatchback	car	entailment
131	the mechanic inspected the car for engine trouble.	the mechanic inspected the sedan for engine trouble.	sedan	car	neutral
132	the mechanic inspected the sedan for engine trouble.	the mechanic inspected the car for engine trouble.	sedan	car	entailment
133	the mechanic inspected the car for engine trouble.	the mechanic inspected the convertible for engine trouble.	convertible	car	neutral
134	the mechanic inspected the convertible for engine trouble.	the mechanic inspected the car for engine trouble.	convertible	car	entailment
135	the mechanic inspected the car for engine trouble.	the mechanic inspected the SUV for engine trouble.	SUV	car	neutral
136	the mechanic inspected the SUV for engine trouble.	the mechanic inspected the car for engine trouble.	SUV	car	entailment
137	the mechanic inspected the car for engine trouble.	the mechanic inspected the coupe for engine trouble.	coupe	car	neutral
138	the mechanic inspected the coupe for engine trouble.	the mechanic inspected the car for engine trouble.	coupe	car	entailment
139	the mechanic inspected the car for engine trouble.	the mechanic inspected the hatchback for engine trouble.	hatchback	car	neutral
140	the mechanic inspected the hatchback for engine trouble.	the mechanic inspected the car for engine trouble.	hatchback	car	entailment
141	children watched the model car race around the track.	children watched the model sedan race around the track.	sedan	car	neutral
142	children watched the model sedan race around the track.	children watched the model car race around the track.	sedan	car	entailment
143	children watched the model car race around the track.	children watched the model convertible race around the track.	convertible	car	neutral
144	children watched the model convertible race around the track.	children watched the model car race around the track.	convertible	car	entailment
145	children watched the model car race around the track.	children watched the model SUV race around the track.	SUV	car	neutral
146	children watched the model SUV race around the track.	children watched the model car race around the track.	SUV	car	entailment
147	children watched the model car race around the track.	children watched the model coupe race around the track.	coupe	car	neutral
148	children watched the model coupe race around the track.	children watched the model car race around the track.	coupe	car	entailment
149	children watched the model car race around the track.	children watched the model hatchback race around the track.	hatchback	car	neutral
150	children watched the model hatchback race around the track.	children watched the model car race around the track.	hatchback	car	entailment
151	during the trip, the car consumed less fuel than expected.	during the trip, the sedan consumed less fuel than expected.	sedan	car	neutral
152	during the trip, the sedan consumed less fuel than expected.	during the trip, the car consumed less fuel than expected.	sedan	car	entailment
153	during the trip, the car consumed less fuel than expected.	during the trip, the convertible consumed less fuel than expected.	convertible	car	neutral
154	during the trip, the convertible consumed less fuel than expected.	during the trip, the car consumed less fuel than expected.	convertible	car	entailment
155	during the trip, the car consumed less fuel than expected.	during the trip, the SUV consumed less fuel than expected.	SUV	car	neutral
156	during the trip, the SUV consumed less fuel than expected.	during the trip, the car consumed less fuel than expected.	SUV	car	entailment
157	during the trip, the car consumed less fuel than expected.	during the trip, the coupe consumed less fuel than expected.	coupe	car	neutral
158	during the trip, the coupe consumed less fuel than expected.	during the trip, the car consumed less fuel than expected.	coupe	car	entailment
159	during the trip, the car consumed less fuel than expected.	during the trip, the hatchback consumed less fuel than expected.	hatchback	car	neutral
160	during the trip, the hatchback consumed less fuel than expected.	during the trip, the car consumed less fuel than expected.	hatchback	car	entailment
161	they decorated the car for the wedding procession.	they decorated the sedan for the wedding procession.	sedan	car	neutral
162	they decorated the sedan for the wedding procession.	they decorated the car for the wedding procession.	sedan	car	entailment
163	they decorated the car for the wedding procession.	they decorated the convertible for the wedding procession.	convertible	car	neutral
164	they decorated the convertible for the wedding procession.	they decorated the car for the wedding procession.	convertible	car	entailment
165	they decorated the car for the wedding procession.	they decorated the SUV for the wedding procession.	SUV	car	neutral
166	they decorated the SUV for the wedding procession.	they decorated the car for the wedding procession.	SUV	car	entailment
167	they decorated the car for the wedding procession.	they decorated the coupe for the wedding procession.	coupe	car	neutral
168	they decorated the coupe for the wedding procession.	they decorated the car for the wedding procession.	coupe	car	entailment
169	they decorated the car for the wedding procession.	they decorated the hatchback for the wedding procession.	hatchback	car	neutral
170	they decorated the hatchback for the wedding procession.	they decorated the car for the wedding procession.	hatchback	car	entailment
171	a compact car maneuvered easily into the tight parking spot.	a compact sedan maneuvered easily into the tight parking spot.	sedan	car	neutral
172	a compact sedan maneuvered easily into the tight parking spot.	a compact car maneuvered easily into the tight parking spot.	sedan	car	entailment
173	a compact car maneuvered easily into the tight parking spot.	a compact convertible maneuvered easily into the tight parking spot.	convertible	car	neutral
174	a compact convertible maneuvered easily into the tight parking spot.	a compact car maneuvered easily into the tight parking spot.	convertible	car	entailment
175	a compact car maneuvered easily into the tight parking spot.	a compact SUV maneuvered easily into the tight parking spot.	SUV	car	neutral
176	a compact SUV maneuvered easily into the tight parking spot.	a compact car maneuvered easily into the tight parking spot.	SUV	car	entailment
177	a compact car maneuvered easily into the tight parking spot.	a compact coupe maneuvered easily into the tight parking spot.	coupe	car	neutral
178	a compact coupe maneuvered easily into the tight parking spot.	a compact car maneuvered easily into the tight parking spot.	coupe	car	entailment
179	a compact car maneuvered easily into the tight parking spot.	a compact hatchback maneuvered easily into the tight parking spot.	hatchback	car	neutral
180	a compact hatchback maneuvered easily into the tight parking spot.	a compact car maneuvered easily into the tight parking spot.	hatchback	car	entailment
181	the stolen car was recovered by the police late that night.	the stolen sedan was recovered by the police late that night.	sedan	car	neutral
182	the stolen sedan was recovered by the police late that night.	the stolen car was recovered by the police late that night.	sedan	car	entailment
183	the stolen car was recovered by the police late that night.	the stolen convertible was recovered by the police late that night.	convertible	car	neutral
184	the stolen convertible was recovered by the police late that night.	the stolen car was recovered by the police late that night.	convertible	car	entailment
185	the stolen car was recovered by the police late that night.	the stolen SUV was recovered by the police late that night.	SUV	car	neutral
186	the stolen SUV was recovered by the police late that night.	the stolen car was recovered by the police late that night.	SUV	car	entailment
187	the stolen car was recovered by the police late that night.	the stolen coupe was recovered by the police late that night.	coupe	car	neutral
188	the stolen coupe was recovered by the police late that night.	the stolen car was recovered by the police late that night.	coupe	car	entailment
189	the stolen car was recovered by the police late that night.	the stolen hatchback was recovered by the police late that night.	hatchback	car	neutral
190	the stolen hatchback was recovered by the police late that night.	the stolen car was recovered by the police late that night.	hatchback	car	entailment
191	his vintage car sat gleaming on the driveway after polishing.	his vintage sedan sat gleaming on the driveway after polishing.	sedan	car	neutral
192	his vintage sedan sat gleaming on the driveway after polishing.	his vintage car sat gleaming on the driveway after polishing.	sedan	car	entailment
193	his vintage car sat gleaming on the driveway after polishing.	his vintage convertible sat gleaming on the driveway after polishing.	convertible	car	neutral
194	his vintage convertible sat gleaming on the driveway after polishing.	his vintage car sat gleaming on the driveway after polishing.	convertible	car	entailment
195	his vintage car sat gleaming on the driveway after polishing.	his vintage SUV sat gleaming on the driveway after polishing.	SUV	car	neutral
196	his vintage SUV sat gleaming on the driveway after polishing.	his vintage car sat gleaming on the driveway after polishing.	SUV	car	entailment
197	his vintage car sat gleaming on the driveway after polishing.	his vintage coupe sat gleaming on the driveway after polishing.	coupe	car	neutral
198	his vintage coupe sat gleaming on the driveway after polishing.	his vintage car sat gleaming on the driveway after polishing.	coupe	car	entailment
199	his vintage car sat gleaming on the driveway after polishing.	his vintage hatchback sat gleaming on the driveway after polishing.	hatchback	car	neutral
200	his vintage hatchback sat gleaming on the driveway after polishing.	his vintage car sat gleaming on the driveway after polishing.	hatchback	car	entailment
201	they loaded the groceries into the back of the car.	they loaded the groceries into the back of the sedan.	sedan	car	neutral
202	they loaded the groceries into the back of the sedan.	they loaded the groceries into the back of the car.	sedan	car	entailment
203	they loaded the groceries into the back of the car.	they loaded the groceries into the back of the convertible.	convertible	car	neutral
204	they loaded the groceries into the back of the convertible.	they loaded the groceries into the back of the car.	convertible	car	entailment
205	they loaded the groceries into the back of the car.	they loaded the groceries into the back of the SUV.	SUV	car	neutral
206	they loaded the groceries into the back of the SUV.	they loaded the groceries into the back of the car.	SUV	car	entailment
207	they loaded the groceries into the back of the car.	they loaded the groceries into the back of the coupe.	coupe	car	neutral
208	they loaded the groceries into the back of the coupe.	they loaded the groceries into the back of the car.	coupe	car	entailment
209	they loaded the groceries into the back of the car.	they loaded the groceries into the back of the hatchback.	hatchback	car	neutral
210	they loaded the groceries into the back of the hatchback.	they loaded the groceries into the back of the car.	hatchback	car	entailment
211	a compact car navigated through the narrow village lanes.	a compact sedan navigated through the narrow village lanes.	sedan	car	neutral
212	a compact sedan navigated through the narrow village lanes.	a compact car navigated through the narrow village lanes.	sedan	car	entailment
213	a compact car navigated through the narrow village lanes.	a compact convertible navigated through the narrow village lanes.	convertible	car	neutral
214	a compact convertible navigated through the narrow village lanes.	a compact car navigated through the narrow village lanes.	convertible	car	entailment
215	a compact car navigated through the narrow village lanes.	a compact SUV navigated through the narrow village lanes.	SUV	car	neutral
216	a compact SUV navigated through the narrow village lanes.	a compact car navigated through the narrow village lanes.	SUV	car	entailment
217	a compact car navigated through the narrow village lanes.	a compact coupe navigated through the narrow village lanes.	coupe	car	neutral
218	a compact coupe navigated through the narrow village lanes.	a compact car navigated through the narrow village lanes.	coupe	car	entailment
219	a compact car navigated through the narrow village lanes.	a compact hatchback navigated through the narrow village lanes.	hatchback	car	neutral
220	a compact hatchback navigated through the narrow village lanes.	a compact car navigated through the narrow village lanes.	hatchback	car	entailment
221	she rented a car to explore the countryside for the weekend.	she rented a sedan to explore the countryside for the weekend.	sedan	car	neutral
222	she rented a sedan to explore the countryside for the weekend.	she rented a car to explore the countryside for the weekend.	sedan	car	entailment
223	she rented a car to explore the countryside for the weekend.	she rented a convertible to explore the countryside for the weekend.	convertible	car	neutral
224	she rented a convertible to explore the countryside for the weekend.	she rented a car to explore the countryside for the weekend.	convertible	car	entailment
225	she rented a car to explore the countryside for the weekend.	she rented a SUV to explore the countryside for the weekend.	SUV	car	neutral
226	she rented a SUV to explore the countryside for the weekend.	she rented a car to explore the countryside for the weekend.	SUV	car	entailment
227	she rented a car to explore the countryside for the weekend.	she rented a coupe to explore the countryside for the weekend.	coupe	car	neutral
228	she rented a coupe to explore the countryside for the weekend.	she rented a car to explore the countryside for the weekend.	coupe	car	entailment
229	she rented a car to explore the countryside for the weekend.	she rented a hatchback to explore the countryside for the weekend.	hatchback	car	neutral
230	she rented a hatchback to explore the countryside for the weekend.	she rented a car to explore the countryside for the weekend.	hatchback	car	entailment
231	a black car pulled up to the curb to pick up the performer.	a black sedan pulled up to the curb to pick up the performer.	sedan	car	neutral
232	a black sedan pulled up to the curb to pick up the performer.	a black car pulled up to the curb to pick up the performer.	sedan	car	entailment
233	a black car pulled up to the curb to pick up the performer.	a black convertible pulled up to the curb to pick up the performer.	convertible	car	neutral
234	a black convertible pulled up to the curb to pick up the performer.	a black car pulled up to the curb to pick up the performer.	convertible	car	entailment
235	a black car pulled up to the curb to pick up the performer.	a black SUV pulled up to the curb to pick up the performer.	SUV	car	neutral
236	a black SUV pulled up to the curb to pick up the performer.	a black car pulled up to the curb to pick up the performer.	SUV	car	entailment
237	a black car pulled up to the curb to pick up the performer.	a black coupe pulled up to the curb to pick up the performer.	coupe	car	neutral
238	a black coupe pulled up to the curb to pick up the performer.	a black car pulled up to the curb to pick up the performer.	coupe	car	entailment
239	a black car pulled up to the curb to pick up the performer.	a black hatchback pulled up to the curb to pick up the performer.	hatchback	car	neutral
240	a black hatchback pulled up to the curb to pick up the performer.	a black car pulled up to the curb to pick up the performer.	hatchback	car	entailment
241	the emergency crew moved the disabled car off the road.	the emergency crew moved the disabled sedan off the road.	sedan	car	neutral
242	the emergency crew moved the disabled sedan off the road.	the emergency crew moved the disabled car off the road.	sedan	car	entailment
243	the emergency crew moved the disabled car off the road.	the emergency crew moved the disabled convertible off the road.	convertible	car	neutral
244	the emergency crew moved the disabled convertible off the road.	the emergency crew moved the disabled car off the road.	convertible	car	entailment
245	the emergency crew moved the disabled car off the road.	the emergency crew moved the disabled SUV off the road.	SUV	car	neutral
246	the emergency crew moved the disabled SUV off the road.	the emergency crew moved the disabled car off the road.	SUV	car	entailment
247	the emergency crew moved the disabled car off the road.	the emergency crew moved the disabled coupe off the road.	coupe	car	neutral
248	the emergency crew moved the disabled coupe off the road.	the emergency crew moved the disabled car off the road.	coupe	car	entailment
249	the emergency crew moved the disabled car off the road.	the emergency crew moved the disabled hatchback off the road.	hatchback	car	neutral
250	the emergency crew moved the disabled hatchback off the road.	the emergency crew moved the disabled car off the road.	hatchback	car	entailment
731	a small gray cat lounged on the sunny windowsill.	a small gray siamese lounged on the sunny windowsill.	siamese	cat	neutral
732	a small gray siamese lounged on the sunny windowsill.	a small gray cat lounged on the sunny windowsill.	siamese	cat	entailment
733	a small gray cat lounged on the sunny windowsill.	a small gray persian lounged on the sunny windowsill.	persian	cat	neutral
734	a small gray persian lounged on the sunny windowsill.	a small gray cat lounged on the sunny windowsill.	persian	cat	entailment
735	a small gray cat lounged on the sunny windowsill.	a small gray tabby lounged on the sunny windowsill.	tabby	cat	neutral
736	a small gray tabby lounged on the sunny windowsill.	a small gray cat lounged on the sunny windowsill.	tabby	cat	entailment
737	a small gray cat lounged on the sunny windowsill.	a small gray maine coon lounged on the sunny windowsill.	maine coon	cat	neutral
738	a small gray maine coon lounged on the sunny windowsill.	a small gray cat lounged on the sunny windowsill.	maine coon	cat	entailment
739	a small gray cat lounged on the sunny windowsill.	a small gray sphynx lounged on the sunny windowsill.	sphynx	cat	neutral
740	a small gray sphynx lounged on the sunny windowsill.	a small gray cat lounged on the sunny windowsill.	sphynx	cat	entailment
741	the cat purred softly while curled on her lap.	the siamese purred softly while curled on her lap.	siamese	cat	neutral
742	the siamese purred softly while curled on her lap.	the cat purred softly while curled on her lap.	siamese	cat	entailment
743	the cat purred softly while curled on her lap.	the persian purred softly while curled on her lap.	persian	cat	neutral
744	the persian purred softly while curled on her lap.	the cat purred softly while curled on her lap.	persian	cat	entailment
745	the cat purred softly while curled on her lap.	the tabby purred softly while curled on her lap.	tabby	cat	neutral
746	the tabby purred softly while curled on her lap.	the cat purred softly while curled on her lap.	tabby	cat	entailment
747	the cat purred softly while curled on her lap.	the maine coon purred softly while curled on her lap.	maine coon	cat	neutral
748	the maine coon purred softly while curled on her lap.	the cat purred softly while curled on her lap.	maine coon	cat	entailment
749	the cat purred softly while curled on her lap.	the sphynx purred softly while curled on her lap.	sphynx	cat	neutral
750	the sphynx purred softly while curled on her lap.	the cat purred softly while curled on her lap.	sphynx	cat	entailment
751	they rescued a kitten and slowly introduced it to their cat.	they rescued a kitten and slowly introduced it to their siamese.	siamese	cat	neutral
752	they rescued a kitten and slowly introduced it to their siamese.	they rescued a kitten and slowly introduced it to their cat.	siamese	cat	entailment
753	they rescued a kitten and slowly introduced it to their cat.	they rescued a kitten and slowly introduced it to their persian.	persian	cat	neutral
754	they rescued a kitten and slowly introduced it to their persian.	they rescued a kitten and slowly introduced it to their cat.	persian	cat	entailment
755	they rescued a kitten and slowly introduced it to their cat.	they rescued a kitten and slowly introduced it to their tabby.	tabby	cat	neutral
756	they rescued a kitten and slowly introduced it to their tabby.	they rescued a kitten and slowly introduced it to their cat.	tabby	cat	entailment
757	they rescued a kitten and slowly introduced it to their cat.	they rescued a kitten and slowly introduced it to their maine coon.	maine coon	cat	neutral
758	they rescued a kitten and slowly introduced it to their maine coon.	they rescued a kitten and slowly introduced it to their cat.	maine coon	cat	entailment
