textid	text	pair	weak	strong	label
24	The three children are not holding flowers.	The three children are not holding plants.	flowers	plants	neutral
25	The three children are not holding plants.	The three children are not holding poppies.	poppies	plants	entailment
26	The three children are not holding poppies.	The three children are not holding plants.	poppies	plants	neutral
27	The three children are not holding plants.	The three children are not holding saplings.	saplings	plants	entailment
28	The three children are not holding saplings.	The three children are not holding plants.	saplings	plants	neutral
29	The three children are not holding plants.	The three children are not holding clovers.	clovers	plants	entailment
30	The three children are not holding clovers.	The three children are not holding plants.	clovers	plants	neutral
31	The three children are not holding plants.	The three children are not holding shrubs.	shrubs	plants	entailment
32	The three children are not holding shrubs.	The three children are not holding plants.	shrubs	plants	neutral
33	The three children are not holding plants.	The three children are not holding weeds.	weeds	plants	entailment
34	The three children are not holding weeds.	The three children are not holding plants.	weeds	plants	neutral
35	The three children are not holding plants.	The three children are not holding lilacs.	lilacs	plants	entailment
36	The three children are not holding lilacs.	The three children are not holding plants.	lilacs	plants	neutral
37	The three children are not holding plants.	The three children are not holding sunflowers.	sunflowers	plants	entailment
38	The three children are not holding sunflowers.	The three children are not holding plants.	sunflowers	plants	neutral
39	The three children are not holding plants.	The three children are not holding vines.	vines	plants	entailment
40	The three children are not holding vines.	The three children are not holding plants.	vines	plants	neutral
41	The three children are not holding plants.	The three children are not holding reeds.	reeds	plants	entailment
42	The three children are not holding reeds.	The three children are not holding plants.	reeds	plants	neutral
43	The three children are not holding plants.	The three children are not holding tulips.	tulips	plants	entailment
44	The three children are not holding tulips.	The three children are not holding plants.	tulips	plants	neutral
45	The three children are not holding plants.	The three children are not holding roses.	roses	plants	entailment
46	The three children are not holding roses.	The three children are not holding plants.	roses	plants	neutral
47	The three children are not holding plants.	The three children are not holding houseplants.	houseplants	plants	entailment
48	The three children are not holding houseplants.	The three children are not holding plants.	houseplants	plants	neutral
49	The three children are not holding plants.	The three children are not holding ferns.	ferns	plants	entailment
50	The three children are not holding ferns.	The three children are not holding plants.	ferns	plants	neutral
51	The girl does not wear a hat.	The girl does not wear a sunhat.	sunhat	hat	entailment
52	The girl does not wear a sunhat.	The girl does not wear a hat.	sunhat	hat	neutral
53	The girl does not wear a hat.	The girl does not wear a fedora.	fedora	hat	entailment
54	The girl does not wear a fedora.	The girl does not wear a hat.	fedora	hat	neutral
55	The girl does not wear a hat.	The girl does not wear a sombrero.	sombrero	hat	entailment
56	The girl does not wear a sombrero.	The girl does not wear a hat.	sombrero	hat	neutral
99	The restaurant does not let oriental people in	The restaurant does not let oriental women in	women	people	entailment
100	The restaurant does not let oriental women in	The restaurant does not let oriental people in	women	people	neutral
101	The restaurant does not let oriental people in	The restaurant does not let oriental youths in	youths	people	entailment
102	The restaurant does not let oriental youths in	The restaurant does not let oriental people in	youths	people	neutral
201	The little boy is not wearing any clothes.	The little boy is not wearing any jeans.	jeans	clothes	entailment
202	The little boy is not wearing any jeans.	The little boy is not wearing any clothes.	jeans	clothes	neutral
203	The woman is not wearing shoes.	The woman is not wearing sneakers.	sneakers	shoes	entailment
204	The woman is not wearing sneakers.	The woman is not wearing shoes.	sneakers	shoes	neutral
205	The woman is not wearing shoes.	The woman is not wearing pumps.	pumps	shoes	entailment
206	The woman is not wearing pumps.	The woman is not wearing shoes.	pumps	shoes	neutral
207	The woman is not wearing shoes.	The woman is not wearing sandals.	sandals	shoes	entailment
208	The woman is not wearing sandals.	The woman is not wearing shoes.	sandals	shoes	neutral
209	The woman is not cutting a cake.	The woman is not cutting a cheesecake.	cheesecake	cake	entailment
210	The woman is not cutting a cheesecake.	The woman is not cutting a cake.	cheesecake	cake	neutral
211	The woman is not cutting a cake.	The woman is not cutting a fruitcake.	fruitcake	cake	entailment
212	The woman is not cutting a fruitcake.	The woman is not cutting a cake.	fruitcake	cake	neutral
213	The people are not playing instruments.	The people are not playing tubas.	tubas	instruments	entailment
214	The people are not playing tubas.	The people are not playing instruments.	tubas	instruments	neutral
215	The people are not playing instruments.	The people are not playing drums.	drums	instruments	entailment
216	The people are not playing drums.	The people are not playing instruments.	drums	instruments	neutral
217	The people are not playing instruments.	The people are not playing organs.	organs	instruments	entailment
218	The people are not playing organs.	The people are not playing instruments.	organs	instruments	neutral
219	The people are not playing instruments.	The people are not playing violins.	violins	instruments	entailment
220	The people are not playing violins.	The people are not playing instruments.	violins	instruments	neutral
221	The people are not playing instruments.	The people are not playing flutes.	flutes	instruments	entailment
222	The people are not playing flutes.	The people are not playing instruments.	flutes	instruments	neutral
223	The people are not playing instruments.	The people are not playing snares.	snares	instruments	entailment
224	The people are not playing snares.	The people are not playing instruments.	snares	instruments	neutral
225	The people are not playing instruments.	The people are not playing xylophones.	xylophones	instruments	entailment
226	The people are not playing xylophones.	The people are not playing instruments.	xylophones	instruments	neutral
227	The people are not playing instruments.	The people are not playing trombones.	trombones	instruments	entailment
228	The people are not playing trombones.	The people are not playing instruments.	trombones	instruments	neutral
229	The people are not playing instruments.	The people are not playing oboes.	oboes	instruments	entailment
230	The people are not playing oboes.	The people are not playing instruments.	oboes	instruments	neutral
231	The people are not playing instruments.	The people are not playing sitars.	sitars	instruments	entailment
232	The people are not playing sitars.	The people are not playing instruments.	sitars	instruments	neutral
233	The people are not playing instruments.	The people are not playing clarinets.	clarinets	instruments	entailment
234	The people are not playing clarinets.	The people are not playing instruments.	clarinets	instruments	neutral
235	The people are not playing instruments.	The people are not playing tambourines.	tambourines	instruments	entailment
236	The people are not playing tambourines.	The people are not playing instruments.	tambourines	instruments	neutral
237	The people are not playing instruments.	The people are not playing accordions.	accordions	instruments	entailment
238	The people are not playing accordions.	The people are not playing instruments.	accordions	instruments	neutral
239	The people are not playing instruments.	The people are not playing bagpipes.	bagpipes	instruments	entailment
240	The people are not playing bagpipes.	The people are not playing instruments.	bagpipes	instruments	neutral
241	The people are not playing instruments.	The people are not playing trumpets.	trumpets	instruments	entailment
242	The people are not playing trumpets.	The people are not playing instruments.	trumpets	instruments	neutral
243	The people are not playing instruments.	The people are not playing horns.	horns	instruments	entailment
244	The people are not playing horns.	The people are not playing instruments.	horns	instruments	neutral
245	The people are not playing instruments.	The people are not playing guitars.	guitars	instruments	entailment
246	The people are not playing guitars.	The people are not playing instruments.	guitars	instruments	neutral
247	The man is not listening to music.	The man is not listening to jazz.	jazz	music	entailment
248	The man is not listening to jazz.	The man is not listening to music.	jazz	music	neutral
249	The man is not listening to music.	The man is not listening to blues.	blues	music	entailment
250	The man is not listening to blues.	The man is not listening to music.	blues	music	neutral
251	The man is not listening to music.	The man is not listening to Mozart.	mozart	music	entailment
252	The man is not listening to Mozart.	The man is not listening to music.	mozart	music	neutral
253	The man is not listening to music.	The man is not listening to disco.	disco	music	entailment
254	The man is not listening to disco.	The man is not listening to music.	disco	music	neutral
255	The man is not listening to music.	The man is not listening to rap.	rap	music	entailment
256	The man is not listening to rap.	The man is not listening to music.	rap	music	neutral
257	The man is not listening to music.	The man is not listening to boogie.	boogie	music	entailment
258	The man is not listening to boogie.	The man is not listening to music.	boogie	music	neutral
259	The man is not listening to music.	The man is not listening to reggae.	reggae	music	entailment
260	The man is not listening to reggae.	The man is not listening to music.	reggae	music	neutral
261	The man is not listening to music.	The man is not listening to Bach.	bach	music	entailment
262	The man is not listening to Bach.	The man is not listening to music.	bach	music	neutral
263	The man is not listening to music.	The man is not listening to gospel.	gospel	music	entailment
264	The man is not listening to gospel.	The man is not listening to music.	gospel	music	neutral
265	The man is not listening to music.	The man is not listening to punk.	punk	music	entailment
266	The man is not listening to punk.	The man is not listening to music.	punk	music	neutral
267	The man is not listening to music.	The man is not listening to classical.	classical	music	entailment
268	The man is not listening to classical.	The man is not listening to music.	classical	music	neutral
269	The man is not listening to music.	The man is not listening to polka.	polka	music	entailment
270	The man is not listening to polka.	The man is not listening to music.	polka	music	neutral
271	The man is not listening to music.	The man is not listening to bluegrass.	bluegrass	music	entailment
272	The man is not listening to bluegrass.	The man is not listening to music.	bluegrass	music	neutral
273	The man is not listening to music.	The man is not listening to hip-hop.	hip-hop	music	entailment
274	The man is not listening to hip-hop.	The man is not listening to music.	hip-hop	music	neutral
275	The man is not listening to music.	The man is not listening to folk.	folk	music	entailment
276	The man is not listening to folk.	The man is not listening to music.	folk	music	neutral
277	The man is not listening to music.	The man is not listening to samba.	samba	music	entailment
278	The man is not listening to samba.	The man is not listening to music.	samba	music	neutral
279	The man is not listening to music.	The man is not listening to ragtime.	ragtime	music	entailment
280	The man is not listening to ragtime.	The man is not listening to music.	ragtime	music	neutral
281	The man is not listening to music.	The man is not listening to opera.	opera	music	entailment
282	The man is not listening to opera.	The man is not listening to music.	opera	music	neutral
283	The man is not listening to music.	The man is not listening to Chopin.	chopin	music	entailment
284	The man is not listening to Chopin.	The man is not listening to music.	chopin	music	neutral
285	The man is not listening to music.	The man is not listening to techno.	techno	music	entailment
286	The man is not listening to techno.	The man is not listening to music.	techno	music	neutral
287	The man is not listening to music.	The man is not listening to Wagner.	wagner	music	entailment
288	The man is not listening to Wagner.	The man is not listening to music.	wagner	music	neutral
289	The man is not listening to music.	The man is not listening to rockabilly.	rockabilly	music	entailment
290	The man is not listening to rockabilly.	The man is not listening to music.	rockabilly	music	neutral
291	The man is not listening to music.	The man is not listening to Beethoven.	beethoven	music	entailment
292	The man is not listening to Beethoven.	The man is not listening to music.	beethoven	music	neutral
293	The man is not listening to music.	The man is not listening to rock.	rock	music	entailment
294	The man is not listening to rock.	The man is not listening to music.	rock	music	neutral
295	The man is not listening to music.	The man is not listening to soul.	soul	music	entailment
296	The man is not listening to soul.	The man is not listening to music.	soul	music	neutral
297	The man is not listening to music.	The man is not listening to swing.	swing	music	entailment
298	The man is not listening to swing.	The man is not listening to music.	swing	music	neutral
299	A man is not wearing a hat.	A man is not wearing a sombrero.	sombrero	hat	entailment
300	A man is not wearing a sombrero.	A man is not wearing a hat.	sombrero	hat	neutral
301	A man is not wearing a hat.	A man is not wearing a bowler.	bowler	hat	entailment
302	A man is not wearing a bowler.	A man is not wearing a hat.	bowler	hat	neutral
303	A man is not wearing a hat.	A man is not wearing a fedora.	fedora	hat	entailment
304	A man is not wearing a fedora.	A man is not wearing a hat.	fedora	hat	neutral
305	A man is not wearing a hat.	A man is not wearing a sunhat.	sunhat	hat	entailment
306	A man is not wearing a sunhat.	A man is not wearing a hat.	sunhat	hat	neutral
307	There is not a single person walking in the city.	There is not a single sculptor walking in the city.	sculptor	person	entailment
308	There is not a single sculptor walking in the city.	There is not a single person walking in the city.	sculptor	person	neutral
309	There is not a single person walking in the city.	There is not a single mover walking in the city.	mover	person	entailment
310	There is not a single mover walking in the city.	There is not a single person walking in the city.	mover	person	neutral
311	There is not a single person walking in the city.	There is not a single matriarch walking in the city.	matriarch	person	entailment
312	There is not a single matriarch walking in the city.	There is not a single person walking in the city.	matriarch	person	neutral
313	There is not a single person walking in the city.	There is not a single landscaper walking in the city.	landscaper	person	entailment
314	There is not a single landscaper walking in the city.	There is not a single person walking in the city.	landscaper	person	neutral
315	There is not a single person walking in the city.	There is not a single nanny walking in the city.	nanny	person	entailment
316	There is not a single nanny walking in the city.	There is not a single person walking in the city.	nanny	person	neutral
317	There is not a single person walking in the city.	There is not a single ambassador walking in the city.	ambassador	person	entailment
318	There is not a single ambassador walking in the city.	There is not a single person walking in the city.	ambassador	person	neutral
319	There is not a single person walking in the city.	There is not a single rescuer walking in the city.	rescuer	person	entailment
320	There is not a single rescuer walking in the city.	There is not a single person walking in the city.	rescuer	person	neutral
321	There is not a single person walking in the city.	There is not a single Persian walking in the city.	persian	person	entailment
322	There is not a single Persian walking in the city.	There is not a single person walking in the city.	persian	person	neutral
323	There is not a single person walking in the city.	There is not a single volunteer walking in the city.	volunteer	person	entailment
324	There is not a single volunteer walking in the city.	There is not a single person walking in the city.	volunteer	person	neutral
325	There is not a single person walking in the city.	There is not a single Greek walking in the city.	greek	person	entailment
326	There is not a single Greek walking in the city.	There is not a single person walking in the city.	greek	person	neutral
327	There is not a single person walking in the city.	There is not a single gambler walking in the city.	gambler	person	entailment
328	There is not a single gambler walking in the city.	There is not a single person walking in the city.	gambler	person	neutral
329	There is not a single person walking in the city.	There is not a single debutante walking in the city.	debutante	person	entailment
330	There is not a single debutante walking in the city.	There is not a single person walking in the city.	debutante	person	neutral
331	There is not a single person walking in the city.	There is not a single girl walking in the city.	girl	person	entailment
332	There is not a single girl walking in the city.	There is not a single person walking in the city.	girl	person	neutral
333	There is not a single person walking in the city.	There is not a single painter walking in the city.	painter	person	entailment
334	There is not a single painter walking in the city.	There is not a single person walking in the city.	painter	person	neutral
335	There is not a single person walking in the city.	There is not a single politician walking in the city.	politician	person	entailment
336	There is not a single politician walking in the city.	There is not a single person walking in the city.	politician	person	neutral
337	There is not a single person walking in the city.	There is not a single woman walking in the city.	woman	person	entailment
338	There is not a single woman walking in the city.	There is not a single person walking in the city.	woman	person	neutral
339	There is not a single person walking in the city.	There is not a single prince walking in the city.	prince	person	entailment
340	There is not a single prince walking in the city.	There is not a single person walking in the city.	prince	person	neutral
341	There is not a single person walking in the city.	There is not a single butcher walking in the city.	butcher	person	entailment
342	There is not a single butcher walking in the city.	There is not a single person walking in the city.	butcher	person	neutral
343	There is not a single person walking in the city.	There is not a single juvenile walking in the city.	juvenile	person	entailment
344	There is not a single juvenile walking in the city.	There is not a single person walking in the city.	juvenile	person	neutral
345	There is not a single person walking in the city.	There is not a single pagan walking in the city.	pagan	person	entailment
346	There is not a single pagan walking in the city.	There is not a single person walking in the city.	pagan	person	neutral
347	There is not a single person walking in the city.	There is not a single craftsman walking in the city.	craftsman	person	entailment
348	There is not a single craftsman walking in the city.	There is not a single person walking in the city.	craftsman	person	neutral
349	There is not a single person walking in the city.	There is not a single nerd walking in the city.	nerd	person	entailment
350	There is not a single nerd walking in the city.	There is not a single person walking in the city.	nerd	person	neutral
351	There is not a single person walking in the city.	There is not a single psychic walking in the city.	psychic	person	entailment
352	There is not a single psychic walking in the city.	There is not a single person walking in the city.	psychic	person	neutral
353	There is not a single person walking in the city.	There is not a single Indonesian walking in the city.	indonesian	person	entailment
354	There is not a single Indonesian walking in the city.	There is not a single person walking in the city.	indonesian	person	neutral
355	There is not a single person walking in the city.	There is not a single smith walking in the city.	smith	person	entailment
356	There is not a single smith walking in the city.	There is not a single person walking in the city.	smith	person	neutral
357	There is not a single person walking in the city.	There is not a single skier walking in the city.	skier	person	entailment
358	There is not a single skier walking in the city.	There is not a single person walking in the city.	skier	person	neutral
359	There is not a single person walking in the city.	There is not a single conservative walking in the city.	conservative	person	entailment
360	There is not a single conservative walking in the city.	There is not a single person walking in the city.	conservative	person	neutral
361	There is not a single person walking in the city.	There is not a single addict walking in the city.	addict	person	entailment
362	There is not a single addict walking in the city.	There is not a single person walking in the city.	addict	person	neutral
363	There is not a single person walking in the city.	There is not a single gymnast walking in the city.	gymnast	person	entailment
364	There is not a single gymnast walking in the city.	There is not a single person walking in the city.	gymnast	person	neutral
365	There is not a single person walking in the city.	There is not a single convict walking in the city.	convict	person	entailment
366	There is not a single convict walking in the city.	There is not a single person walking in the city.	convict	person	neutral
367	There is not a single person walking in the city.	There is not a single serviceman walking in the city.	serviceman	person	entailment
368	There is not a single serviceman walking in the city.	There is not a single person walking in the city.	serviceman	person	neutral
369	There is not a single person walking in the city.	There is not a single African walking in the city.	african	person	entailment
370	There is not a single African walking in the city.	There is not a single person walking in the city.	african	person	neutral
371	There is not a single person walking in the city.	There is not a single adventurer walking in the city.	adventurer	person	entailment
372	There is not a single adventurer walking in the city.	There is not a single person walking in the city.	adventurer	person	neutral
373	There is not a single person walking in the city.	There is not a single groupie walking in the city.	groupie	person	entailment
374	There is not a single groupie walking in the city.	There is not a single person walking in the city.	groupie	person	neutral
375	There is not a single person walking in the city.	There is not a single survivalist walking in the city.	survivalist	person	entailment
376	There is not a single survivalist walking in the city.	There is not a single person walking in the city.	survivalist	person	neutral
377	There is not a single person walking in the city.	There is not a single merchant walking in the city.	merchant	person	entailment
378	There is not a single merchant walking in the city.	There is not a single person walking in the city.	merchant	person	neutral
379	There is not a single person walking in the city.	There is not a single hacker walking in the city.	hacker	person	entailment
380	There is not a single hacker walking in the city.	There is not a single person walking in the city.	hacker	person	neutral
381	There is not a single person walking in the city.	There is not a single philosopher walking in the city.	philosopher	person	entailment
382	There is not a single philosopher walking in the city.	There is not a single person walking in the city.	philosopher	person	neutral
383	There is not a single person walking in the city.	There is not a single aviator walking in the city.	aviator	person	entailment
384	There is not a single aviator walking in the city.	There is not a single person walking in the city.	aviator	person	neutral
385	There is not a single person walking in the city.	There is not a single immigrant walking in the city.	immigrant	person	entailment
386	There is not a single immigrant walking in the city.	There is not a single person walking in the city.	immigrant	person	neutral
387	There is not a single person walking in the city.	There is not a single king walking in the city.	king	person	entailment
388	There is not a single king walking in the city.	There is not a single person walking in the city.	king	person	neutral
389	There is not a single person walking in the city.	There is not a single worshiper walking in the city.	worshiper	person	entailment
390	There is not a single worshiper walking in the city.	There is not a single person walking in the city.	worshiper	person	neutral
391	There is not a single person walking in the city.	There is not a single skydiver walking in the city.	skydiver	person	entailment
392	There is not a single skydiver walking in the city.	There is not a single person walking in the city.	skydiver	person	neutral
393	There is not a single person walking in the city.	There is not a single official walking in the city.	official	person	entailment
394	There is not a single official walking in the city.	There is not a single person walking in the city.	official	person	neutral
395	There is not a single person walking in the city.	There is not a single Romanian walking in the city.	romanian	person	entailment
396	There is not a single Romanian walking in the city.	There is not a single person walking in the city.	romanian	person	neutral
397	There is not a single person walking in the city.	There is not a single photographer walking in the city.	photographer	person	entailment
398	There is not a single photographer walking in the city.	There is not a single person walking in the city.	photographer	person	neutral
399	There is not a single person walking in the city.	There is not a single Belgian walking in the city.	belgian	person	entailment
400	There is not a single Belgian walking in the city.	There is not a single person walking in the city.	belgian	person	neutral
401	There is not a single person walking in the city.	There is not a single athlete walking in the city.	athlete	person	entailment
402	There is not a single athlete walking in the city.	There is not a single person walking in the city.	athlete	person	neutral
403	There is not a single person walking in the city.	There is not a single Democrat walking in the city.	democrat	person	entailment
404	There is not a single Democrat walking in the city.	There is not a single person walking in the city.	democrat	person	neutral
405	There is not a single person walking in the city.	There is not a single Jew walking in the city.	jew	person	entailment
406	There is not a single Jew walking in the city.	There is not a single person walking in the city.	jew	person	neutral
407	There is not a single person walking in the city.	There is not a single adult walking in the city.	adult	person	entailment
408	There is not a single adult walking in the city.	There is not a single person walking in the city.	adult	person	neutral
409	There is not a single person walking in the city.	There is not a single ninja walking in the city.	ninja	person	entailment
410	There is not a single ninja walking in the city.	There is not a single person walking in the city.	ninja	person	neutral
411	There is not a single person walking in the city.	There is not a single billionaire walking in the city.	billionaire	person	entailment
412	There is not a single billionaire walking in the city.	There is not a single person walking in the city.	billionaire	person	neutral
413	There is not a single person walking in the city.	There is not a single child walking in the city.	child	person	entailment
414	There is not a single child walking in the city.	There is not a single person walking in the city.	child	person	neutral
415	There is not a single person walking in the city.	There is not a single amputee walking in the city.	amputee	person	entailment
416	There is not a single amputee walking in the city.	There is not a single person walking in the city.	amputee	person	neutral
417	There is not a single person walking in the city.	There is not a single geologist walking in the city.	geologist	person	entailment
418	There is not a single geologist walking in the city.	There is not a single person walking in the city.	geologist	person	neutral
419	There is not a single person walking in the city.	There is not a single comedian walking in the city.	comedian	person	entailment
420	There is not a single comedian walking in the city.	There is not a single person walking in the city.	comedian	person	neutral
421	There is not a single person walking in the city.	There is not a single stagehand walking in the city.	stagehand	person	entailment
422	There is not a single stagehand walking in the city.	There is not a single person walking in the city.	stagehand	person	neutral
423	There is not a single person walking in the city.	There is not a single cashier walking in the city.	cashier	person	entailment
424	There is not a single cashier walking in the city.	There is not a single person walking in the city.	cashier	person	neutral
425	There is not a single person walking in the city.	There is not a single firefighter walking in the city.	firefighter	person	entailment
426	There is not a single firefighter walking in the city.	There is not a single person walking in the city.	firefighter	person	neutral
427	There is not a single person walking in the city.	There is not a single hunchback walking in the city.	hunchback	person	entailment
428	There is not a single hunchback walking in the city.	There is not a single person walking in the city.	hunchback	person	neutral
429	There is not a single person walking in the city.	There is not a single programmer walking in the city.	programmer	person	entailment
430	There is not a single programmer walking in the city.	There is not a single person walking in the city.	programmer	person	neutral
431	There is not a single person walking in the city.	There is not a single waiter walking in the city.	waiter	person	entailment
432	There is not a single waiter walking in the city.	There is not a single person walking in the city.	waiter	person	neutral
433	There is not a single person walking in the city.	There is not a single bachelor walking in the city.	bachelor	person	entailment
434	There is not a single bachelor walking in the city.	There is not a single person walking in the city.	bachelor	person	neutral
435	There is not a single person walking in the city.	There is not a single hippie walking in the city.	hippie	person	entailment
436	There is not a single hippie walking in the city.	There is not a single person walking in the city.	hippie	person	neutral
437	There is not a single person walking in the city.	There is not a single detective walking in the city.	detective	person	entailment
438	There is not a single detective walking in the city.	There is not a single person walking in the city.	detective	person	neutral
439	There is not a single person walking in the city.	There is not a single cheerleader walking in the city.	cheerleader	person	entailment
440	There is not a single cheerleader walking in the city.	There is not a single person walking in the city.	cheerleader	person	neutral
441	There is not a single person walking in the city.	There is not a single uncle walking in the city.	uncle	person	entailment
442	There is not a single uncle walking in the city.	There is not a single person walking in the city.	uncle	person	neutral
443	There is not a single person walking in the city.	There is not a single homeowner walking in the city.	homeowner	person	entailment
444	There is not a single homeowner walking in the city.	There is not a single person walking in the city.	homeowner	person	neutral
445	There is not a single person walking in the city.	There is not a single stylist walking in the city.	stylist	person	entailment
446	There is not a single stylist walking in the city.	There is not a single person walking in the city.	stylist	person	neutral
447	There is not a single person walking in the city.	There is not a single rabbi walking in the city.	rabbi	person	entailment
448	There is not a single rabbi walking in the city.	There is not a single person walking in the city.	rabbi	person	neutral
449	There is not a single person walking in the city.	There is not a single musher walking in the city.	musher	person	entailment
450	There is not a single musher walking in the city.	There is not a single person walking in the city.	musher	person	neutral
451	There is not a single person walking in the city.	There is not a single veteran walking in the city.	veteran	person	entailment
452	There is not a single veteran walking in the city.	There is not a single person walking in the city.	veteran	person	neutral
453	There is not a single person walking in the city.	There is not a single queen walking in the city.	queen	person	entailment
454	There is not a single queen walking in the city.	There is not a single person walking in the city.	queen	person	neutral
455	There is not a single person walking in the city.	There is not a single missionary walking in the city.	missionary	person	entailment
456	There is not a single missionary walking in the city.	There is not a single person walking in the city.	missionary	person	neutral
457	There is not a single person walking in the city.	There is not a single historian walking in the city.	historian	person	entailment
458	There is not a single historian walking in the city.	There is not a single person walking in the city.	historian	person	neutral
459	There is not a single person walking in the city.	There is not a single parachuter walking in the city.	parachuter	person	entailment
460	There is not a single parachuter walking in the city.	There is not a single person walking in the city.	parachuter	person	neutral
461	There is not a single person walking in the city.	There is not a single prostitute walking in the city.	prostitute	person	entailment
462	There is not a single prostitute walking in the city.	There is not a single person walking in the city.	prostitute	person	neutral
463	There is not a single person walking in the city.	There is not a single cannibal walking in the city.	cannibal	person	entailment
464	There is not a single cannibal walking in the city.	There is not a single person walking in the city.	cannibal	person	neutral
465	There is not a single person walking in the city.	There is not a single swimmer walking in the city.	swimmer	person	entailment
466	There is not a single swimmer walking in the city.	There is not a single person walking in the city.	swimmer	person	neutral
467	There is not a single person walking in the city.	There is not a single hunter walking in the city.	hunter	person	entailment
468	There is not a single hunter walking in the city.	There is not a single person walking in the city.	hunter	person	neutral
469	There is not a single person walking in the city.	There is not a single monk walking in the city.	monk	person	entailment
470	There is not a single monk walking in the city.	There is not a single person walking in the city.	monk	person	neutral
471	There is not a single person walking in the city.	There is not a single banker walking in the city.	banker	person	entailment
472	There is not a single banker walking in the city.	There is not a single person walking in the city.	banker	person	neutral
473	There is not a single person walking in the city.	There is not a single courier walking in the city.	courier	person	entailment
474	There is not a single courier walking in the city.	There is not a single person walking in the city.	courier	person	neutral
475	There is not a single person walking in the city.	There is not a single Scotsman walking in the city.	scotsman	person	entailment
476	There is not a single Scotsman walking in the city.	There is not a single person walking in the city.	scotsman	person	neutral
477	There is not a single person walking in the city.	There is not a single slaver walking in the city.	slaver	person	entailment
478	There is not a single slaver walking in the city.	There is not a single person walking in the city.	slaver	person	neutral
479	There is not a single person walking in the city.	There is not a single Frenchman walking in the city.	frenchman	person	entailment
480	There is not a single Frenchman walking in the city.	There is not a single person walking in the city.	frenchman	person	neutral
481	There is not a single person walking in the city.	There is not a single Republican walking in the city.	republican	person	entailment
482	There is not a single Republican walking in the city.	There is not a single person walking in the city.	republican	person	neutral
483	There is not a single person walking in the city.	There is not a single millionaire walking in the city.	millionaire	person	entailment
484	There is not a single millionaire walking in the city.	There is not a single person walking in the city.	millionaire	person	neutral
485	There is not a single person walking in the city.	There is not a single atheist walking in the city.	atheist	person	entailment
486	There is not a single atheist walking in the city.	There is not a single person walking in the city.	atheist	person	neutral
487	There is not a single person walking in the city.	There is not a single barkeep walking in the city.	barkeep	person	entailment
488	There is not a single barkeep walking in the city.	There is not a single person walking in the city.	barkeep	person	neutral
489	There is not a single person walking in the city.	There is not a single celebrity walking in the city.	celebrity	person	entailment
490	There is not a single celebrity walking in the city.	There is not a single person walking in the city.	celebrity	person	neutral
491	There is not a single person walking in the city.	There is not a single agnostic walking in the city.	agnostic	person	entailment
492	There is not a single agnostic walking in the city.	There is not a single person walking in the city.	agnostic	person	neutral
493	There is not a single person walking in the city.	There is not a single lesbian walking in the city.	lesbian	person	entailment
494	There is not a single lesbian walking in the city.	There is not a single person walking in the city.	lesbian	person	neutral
495	There is not a single person walking in the city.	There is not a single pilgrim walking in the city.	pilgrim	person	entailment
496	There is not a single pilgrim walking in the city.	There is not a single person walking in the city.	pilgrim	person	neutral
