textid	text	pair	weak	strong	label
48	the student did not read a comic on the flight.	the student did not read a book on the flight.	comic	book	neutral
49	the vendor does not sell vegetables at this stand.	the vendor does not sell carrots at this stand.	carrots	vegetables	entailment
50	the vendor does not sell carrots at this stand.	the vendor does not sell vegetables at this stand.	carrots	vegetables	neutral
51	the vendor does not sell vegetables at this stand.	the vendor does not sell broccoli at this stand.	broccoli	vegetables	entailment
52	the vendor does not sell broccoli at this stand.	the vendor does not sell vegetables at this stand.	broccoli	vegetables	neutral
53	the vendor does not sell vegetables at this stand.	the vendor does not sell spinach at this stand.	spinach	vegetables	entailment
54	the vendor does not sell spinach at this stand.	the vendor does not sell vegetables at this stand.	spinach	vegetables	neutral
55	the vendor does not sell vegetables at this stand.	the vendor does not sell peppers at this stand.	peppers	vegetables	entailment
56	the vendor does not sell peppers at this stand.	the vendor does not sell vegetables at this stand.	peppers	vegetables	neutral
57	the theater is not playing movies this afternoon.	the theater is not playing comedies this afternoon.	comedies	movies	entailment
58	the theater is not playing comedies this afternoon.	the theater is not playing movies this afternoon.	comedies	movies	neutral
59	the theater is not playing movies this afternoon.	the theater is not playing dramas this afternoon.	dramas	movies	entailment
60	the theater is not playing dramas this afternoon.	the theater is not playing movies this afternoon.	dramas	movies	neutral
61	the theater is not playing movies this afternoon.	the theater is not playing documentaries this afternoon.	documentaries	movies	entailment
62	the theater is not playing documentaries this afternoon.	the theater is not playing movies this afternoon.	documentaries	movies	neutral
63	the theater is not playing movies this afternoon.	the theater is not playing thrillers this afternoon.	thrillers	movies	entailment
64	the theater is not playing thrillers this afternoon.	the theater is not playing movies this afternoon.	thrillers	movies	neutral
65	the tailor did not use fabric from that bolt.	the tailor did not use cotton from that bolt.	cotton	fabric	entailment
66	the tailor did not use cotton from that bolt.	the tailor did not use fabric from that bolt.	cotton	fabric	neutral
67	the tailor did not use fabric from that bolt.	the tailor did not use silk from that bolt.	silk	fabric	entailment
68	the tailor did not use silk from that bolt.	the tailor did not use fabric from that bolt.	silk	fabric	neutral
69	the tailor did not use fabric from that bolt.	the tailor did not use linen from that bolt.	linen	fabric	entailment
70	the tailor did not use linen from that bolt.	the tailor did not use fabric from that bolt.	linen	fabric	neutral
71	the tailor did not use fabric from that bolt.	the tailor did not use wool from that bolt.	wool	fabric	entailment
72	the tailor did not use wool from that bolt.	the tailor did not use fabric from that bolt.	wool	fabric	neutral
73	my cousin is not wearing shoes on the beach.	my cousin is not wearing sneakers on the beach.	sneakers	shoes	entailment
74	my cousin is not wearing sneakers on the beach.	my cousin is not wearing shoes on the beach.	sneakers	shoes	neutral
75	my cousin is not wearing shoes on the beach.	my cousin is not wearing sandals on the beach.	sandals	shoes	entailment
76	my cousin is not wearing sandals on the beach.	my cousin is not wearing shoes on the beach.	sandals	shoes	neutral
77	my cousin is not wearing shoes on the beach.	my cousin is not wearing boots on the beach.	boots	shoes	entailment
78	my cousin is not wearing boots on the beach.	my cousin is not wearing shoes on the beach.	boots	shoes	neutral
79	my cousin is not wearing shoes on the beach.	my cousin is not wearing loafers on the beach.	loafers	shoes	entailment
80	my cousin is not wearing loafers on the beach.	my cousin is not wearing shoes on the beach.	loafers	shoes	neutral
81	the baker did not bake bread today.	the baker did not bake baguettes today.	baguettes	bread	entailment
82	the baker did not bake baguettes today.	the baker did not bake bread today.	baguettes	bread	neutral
83	the baker did not bake bread today.	the baker did not bake sourdough today.	sourdough	bread	entailment
84	the baker did not bake sourdough today.	the baker did not bake bread today.	sourdough	bread	neutral
85	the baker did not bake bread today.	the baker did not bake rye loaves today.	rye loaves	bread	entailment
86	the baker did not bake rye loaves today.	the baker did not bake bread today.	rye loaves	bread	neutral
87	the baker did not bake bread today.	the baker did not bake brioche today.	brioche	bread	entailment
88	the baker did not bake brioche today.	the baker did not bake bread today.	brioche	bread	neutral
89	the programmer did not open a file from the desktop.	the programmer did not open a document from the desktop.	document	file	entailment
90	the programmer did not open a document from the desktop.	the programmer did not open a file from the desktop.	document	file	neutral
91	the programmer did not open a file from the desktop.	the programmer did not open a spreadsheet from the desktop.	spreadsheet	file	entailment
92	the programmer did not open a spreadsheet from the desktop.	the programmer did not open a file from the desktop.	spreadsheet	file	neutral
93	the programmer did not open a file from the desktop.	the programmer did not open a presentation from the desktop.	presentation	file	entailment
94	the programmer did not open a presentation from the desktop.	the programmer did not open a file from the desktop.	presentation	file	neutral
95	the programmer did not open a file from the desktop.	the programmer did not open a PDF from the desktop.	PDF	file	entailment
96	the programmer did not open a PDF from the desktop.	the programmer did not open a file from the desktop.	PDF	file	neutral
97	the gardener is not planting flowers this season.	the gardener is not planting roses this season.	roses	flowers	entailment
98	the gardener is not planting roses this season.	the gardener is not planting flowers this season.	roses	flowers	neutral
99	the gardener is not planting flowers this season.	the gardener is not planting tulips this season.	tulips	flowers	entailment
100	the gardener is not planting tulips this season.	the gardener is not planting flowers this season.	tulips	flowers	neutral
101	the gardener is not planting flowers this season.	the gardener is not planting daisies this season.	daisies	flowers	entailment
102	the gardener is not planting daisies this season.	the gardener is not planting flowers this season.	daisies	flowers	neutral
103	the gardener is not planting flowers this season.	the gardener is not planting lilies this season.	lilies	flowers	entailment
104	the gardener is not planting lilies this season.	the gardener is not planting flowers this season.	lilies	flowers	neutral
113	the coach did not schedule practice on a weekday.	the coach did not schedule practice on a Monday.	Monday	weekday	entailment
114	the coach did not schedule practice on a Monday.	the coach did not schedule practice on a weekday.	Monday	weekday	neutral
115	the coach did not schedule practice on a weekday.	the coach did not schedule practice on a Tuesday.	Tuesday	weekday	entailment
116	the coach did not schedule practice on a Tuesday.	the coach did not schedule practice on a weekday.	Tuesday	weekday	neutral
117	the coach did not schedule practice on a weekday.	the coach did not schedule practice on a Wednesday.	Wednesday	weekday	entailment
118	the coach did not schedule practice on a Wednesday.	the coach did not schedule practice on a weekday.	Wednesday	weekday	neutral
119	the coach did not schedule practice on a weekday.	the coach did not schedule practice on a Thursday.	Thursday	weekday	entailment
120	the coach did not schedule practice on a Thursday.	the coach did not schedule practice on a weekday.	Thursday	weekday	neutral
121	the coach did not schedule practice on a weekday.	the coach did not schedule practice on a Friday.	Friday	weekday	entailment
122	the coach did not schedule practice on a Friday.	the coach did not schedule practice on a weekday.	Friday	weekday	neutral
123	our team is not using tools from that drawer.	our team is not using hammers from that drawer.	hammers	tools	entailment
124	our team is not using hammers from that drawer.	our team is not using tools from that drawer.	hammers	tools	neutral
125	our team is not using tools from that drawer.	our team is not using screwdrivers from that drawer.	screwdrivers	tools	entailment
126	our team is not using screwdrivers from that drawer.	our team is not using tools from that drawer.	screwdrivers	tools	neutral
127	our team is not using tools from that drawer.	our team is not using wrenches from that drawer.	wrenches	tools	entailment
128	our team is not using wrenches from that drawer.	our team is not using tools from that drawer.	wrenches	tools	neutral
129	our team is not using tools from that drawer.	our team is not using pliers from that drawer.	pliers	tools	entailment
130	our team is not using pliers from that drawer.	our team is not using tools from that drawer.	pliers	tools	neutral
131	the cyclist did not wear protective gear during the warm-up.	the cyclist did not wear helmets during the warm-up.	helmets	protective gear	entailment
132	the cyclist did not wear helmets during the warm-up.	the cyclist did not wear protective gear during the warm-up.	helmets	protective gear	neutral
133	the cyclist did not wear protective gear during the warm-up.	the cyclist did not wear knee pads during the warm-up.	knee pads	protective gear	entailment
134	the cyclist did not wear knee pads during the warm-up.	the cyclist did not wear protective gear during the warm-up.	knee pads	protective gear	neutral
135	the cyclist did not wear protective gear during the warm-up.	the cyclist did not wear elbow pads during the warm-up.	elbow pads	protective gear	entailment
136	the cyclist did not wear elbow pads during the warm-up.	the cyclist did not wear protective gear during the warm-up.	elbow pads	protective gear	neutral
137	the cyclist did not wear protective gear during the warm-up.	the cyclist did not wear goggles during the warm-up.	goggles	protective gear	entailment
138	the cyclist did not wear goggles during the warm-up.	the cyclist did not wear protective gear during the warm-up.	goggles	protective gear	neutral
139	the scientist did not measure temperature in this trial.	the scientist did not measure Celsius in this trial.	Celsius	temperature	entailment
140	the scientist did not measure Celsius in this trial.	the scientist did not measure temperature in this trial.	Celsius	temperature	neutral
141	the scientist did not measure temperature in this trial.	the scientist did not measure Fahrenheit in this trial.	Fahrenheit	temperature	entailment
142	the scientist did not measure Fahrenheit in this trial.	the scientist did not measure temperature in this trial.	Fahrenheit	temperature	neutral
143	the scientist did not measure temperature in this trial.	the scientist did not measure Kelvin in this trial.	Kelvin	temperature	entailment
144	the scientist did not measure Kelvin in this trial.	the scientist did not measure temperature in this trial.	Kelvin	temperature	neutral
145	the shoppers did not buy meat at the market.	the shoppers did not buy beef at the market.	beef	meat	entailment
146	the shoppers did not buy beef at the market.	the shoppers did not buy meat at the market.	beef	meat	neutral
147	the shoppers did not buy meat at the market.	the shoppers did not buy chicken at the market.	chicken	meat	entailment
148	the shoppers did not buy chicken at the market.	the shoppers did not buy meat at the market.	chicken	meat	neutral
149	the shoppers did not buy meat at the market.	the shoppers did not buy pork at the market.	pork	meat	entailment
150	the shoppers did not buy pork at the market.	the shoppers did not buy meat at the market.	pork	meat	neutral
151	the shoppers did not buy meat at the market.	the shoppers did not buy lamb at the market.	lamb	meat	entailment
152	the shoppers did not buy lamb at the market.	the shoppers did not buy meat at the market.	lamb	meat	neutral
153	the clerk did not request identification at the counter.	the clerk did not request passport at the counter.	passport	identification	entailment
154	the clerk did not request passport at the counter.	the clerk did not request identification at the counter.	passport	identification	neutral
155	the clerk did not request identification at the counter.	the clerk did not request driver's license at the counter.	driver's license	identification	entailment
156	the clerk did not request driver's license at the counter.	the clerk did not request identification at the counter.	driver's license	identification	neutral
157	the clerk did not request identification at the counter.	the clerk did not request ID card at the counter.	ID card	identification	entailment
158	the clerk did not request ID card at the counter.	the clerk did not request identification at the counter.	ID card	identification	neutral
159	the clerk did not request identification at the counter.	the clerk did not request residence permit at the counter.	residence permit	identification	entailment
160	the clerk did not request residence permit at the counter.	the clerk did not request identification at the counter.	residence permit	identification	neutral
177	the engineer did not use metal for the prototype.	the engineer did not use steel for the prototype.	steel	metal	entailment
178	the engineer did not use steel for the prototype.	the engineer did not use metal for the prototype.	steel	metal	neutral
179	the engineer did not use metal for the prototype.	the engineer did not use aluminum for the prototype.	aluminum	metal	entailment
180	the engineer did not use aluminum for the prototype.	the engineer did not use metal for the prototype.	aluminum	metal	neutral
181	the engineer did not use metal for the prototype.	the engineer did not use copper for the prototype.	copper	metal	entailment
182	the engineer did not use copper for the prototype.	the engineer did not use metal for the prototype.	copper	metal	neutral
183	the engineer did not use metal for the prototype.	the engineer did not use titanium for the prototype.	titanium	metal	entailment
184	the engineer did not use titanium for the prototype.	the engineer did not use metal for the prototype.	titanium	metal	neutral
185	the hikers are not crossing water on this route.	the hikers are not crossing rivers on this route.	rivers	water	entailment
186	the hikers are not crossing rivers on this route.	the hikers are not crossing water on this route.	rivers	water	neutral
187	the hikers are not crossing water on this route.	the hikers are not crossing streams on this route.	streams	water	entailment
188	the hikers are not crossing streams on this route.	the hikers are not crossing water on this route.	streams	water	neutral
189	the hikers are not crossing water on this route.	the hikers are not crossing lakes on this route.	lakes	water	entailment
190	the hikers are not crossing lakes on this route.	the hikers are not crossing water on this route.	lakes	water	neutral
191	the hikers are not crossing water on this route.	the hikers are not crossing ponds on this route.	ponds	water	entailment
192	the hikers are not crossing ponds on this route.	the hikers are not crossing water on this route.	ponds	water	neutral
193	the curator is not showing artifacts from that era.	the curator is not showing tools from that era.	tools	artifacts	entailment
194	the curator is not showing tools from that era.	the curator is not showing artifacts from that era.	tools	artifacts	neutral
195	the curator is not showing artifacts from that era.	the curator is not showing jewelry from that era.	jewelry	artifacts	entailment
196	the curator is not showing jewelry from that era.	the curator is not showing artifacts from that era.	jewelry	artifacts	neutral
197	the curator is not showing artifacts from that era.	the curator is not showing pottery from that era.	pottery	artifacts	entailment
198	the curator is not showing pottery from that era.	the curator is not showing artifacts from that era.	pottery	artifacts	neutral
199	the curator is not showing artifacts from that era.	the curator is not showing weapons from that era.	weapons	artifacts	entailment
200	the curator is not showing weapons from that era.	the curator is not showing artifacts from that era.	weapons	artifacts	neutral
201	the writer did not use punctuation in that note.	the writer did not use commas in that note.	commas	punctuation	entailment
202	the writer did not use commas in that note.	the writer did not use punctuation in that note.	commas	punctuation	neutral
203	the writer did not use punctuation in that note.	the writer did not use periods in that note.	periods	punctuation	entailment
204	the writer did not use periods in that note.	the writer did not use punctuation in that note.	periods	punctuation	neutral
205	the writer did not use punctuation in that note.	the writer did not use semicolons in that note.	semicolons	punctuation	entailment
206	the writer did not use semicolons in that note.	the writer did not use punctuation in that note.	semicolons	punctuation	neutral
207	the writer did not use punctuation in that note.	the writer did not use question marks in that note.	question marks	punctuation	entailment
208	the writer did not use question marks in that note.	the writer did not use punctuation in that note.	question marks	punctuation	neutral
209	the campers did not light a fire overnight.	the campers did not light a campfire overnight.	campfire	fire	entailment
210	the campers did not light a campfire overnight.	the campers did not light a fire overnight.	campfire	fire	neutral
211	the campers did not light a fire overnight.	the campers did not light a bonfire overnight.	bonfire	fire	entailment
212	the campers did not light a bonfire overnight.	the campers did not light a fire overnight.	bonfire	fire	neutral
213	the campers did not light a fire overnight.	the campers did not light a cooking fire overnight.	cooking fire	fire	entailment
214	the campers did not light a cooking fire overnight.	the campers did not light a fire overnight.	cooking fire	fire	neutral
215	the host did not serve desserts after dinner.	the host did not serve cake after dinner.	cake	desserts	entailment
216	the host did not serve cake after dinner.	the host did not serve desserts after dinner.	cake	desserts	neutral
217	the host did not serve desserts after dinner.	the host did not serve pie after dinner.	pie	desserts	entailment
218	the host did not serve pie after dinner.	the host did not serve desserts after dinner.	pie	desserts	neutral
219	the host did not serve desserts after dinner.	the host did not serve ice cream after dinner.	ice cream	desserts	entailment
220	the host did not serve ice cream after dinner.	the host did not serve desserts after dinner.	ice cream	desserts	neutral
221	the host did not serve desserts after dinner.	the host did not serve pudding after dinner.	pudding	desserts	entailment
222	the host did not serve pudding after dinner.	the host did not serve desserts after dinner.	pudding	desserts	neutral
223	the runners did not wear hats during the race.	the runners did not wear caps during the race.	caps	hats	entailment
224	the runners did not wear caps during the race.	the runners did not wear hats during the race.	caps	hats	neutral
225	the runners did not wear hats during the race.	the runners did not wear beanies during the race.	beanies	hats	entailment
226	the runners did not wear beanies during the race.	the runners did not wear hats during the race.	beanies	hats	neutral
227	the runners did not wear hats during the race.	the runners did not wear visors during the race.	visors	hats	entailment
228	the runners did not wear visors during the race.	the runners did not wear hats during the race.	visors	hats	neutral
229	the runners did not wear hats during the race.	the runners did not wear bucket hats during the race.	bucket hats	hats	entailment
230	the runners did not wear bucket hats during the race.	the runners did not wear hats during the race.	bucket hats	hats	neutral
231	the analyst did not open data in a worksheet.	the analyst did not open data in a Excel sheet.	Excel sheet	worksheet	entailment
232	the analyst did not open data in a Excel sheet.	the analyst did not open data in a worksheet.	Excel sheet	worksheet	neutral
233	the analyst did not open data in a worksheet.	the analyst did not open data in a Google Sheet.	Google Sheet	worksheet	entailment
234	the analyst did not open data in a Google Sheet.	the analyst did not open data in a worksheet.	Google Sheet	worksheet	neutral
235	the analyst did not open data in a worksheet.	the analyst did not open data in a LibreOffice sheet.	LibreOffice sheet	worksheet	entailment
236	the analyst did not open data in a LibreOffice sheet.	the analyst did not open data in a worksheet.	LibreOffice sheet	worksheet	neutral
237	the photographer is not using lenses from that kit.	the photographer is not using telephoto from that kit.	telephoto	lenses	entailment
238	the photographer is not using telephoto from that kit.	the photographer is not using lenses from that kit.	telephoto	lenses	neutral
239	the photographer is not using lenses from that kit.	the photographer is not using prime from that kit.	prime	lenses	entailment
240	the photographer is not using prime from that kit.	the photographer is not using lenses from that kit.	prime	lenses	neutral
241	the photographer is not using lenses from that kit.	the photographer is not using macro from that kit.	macro	lenses	entailment
242	the photographer is not using macro from that kit.	the photographer is not using lenses from that kit.	macro	lenses	neutral
243	the photographer is not using lenses from that kit.	the photographer is not using wide-angle from that kit.	wide-angle	lenses	entailment
244	the photographer is not using wide-angle from that kit.	the photographer is not using lenses from that kit.	wide-angle	lenses	neutral
245	the mechanic did not replace parts in the engine.	the mechanic did not replace filters in the engine.	filters	parts	entailment
246	the mechanic did not replace filters in the engine.	the mechanic did not replace parts in the engine.	filters	parts	neutral
247	the mechanic did not replace parts in the engine.	the mechanic did not replace belts in the engine.	belts	parts	entailment
248	the mechanic did not replace belts in the engine.	the mechanic did not replace parts in the engine.	belts	parts	neutral
249	the mechanic did not replace parts in the engine.	the mechanic did not replace spark plugs in the engine.	spark plugs	parts	entailment
250	the mechanic did not replace spark plugs in the engine.	the mechanic did not replace parts in the engine.	spark plugs	parts	neutral
251	the mechanic did not replace parts in the engine.	the mechanic did not replace gaskets in the engine.	gaskets	parts	entailment
252	the mechanic did not replace gaskets in the engine.	the mechanic did not replace parts in the engine.	gaskets	parts	neutral
253	the kids are not playing games on the tablet.	the kids are not playing puzzle games on the tablet.	puzzle games	games	entailment
254	the kids are not playing puzzle games on the tablet.	the kids are not playing games on the tablet.	puzzle games	games	neutral
255	the kids are not playing games on the tablet.	the kids are not playing strategy games on the tablet.	strategy games	games	entailment
256	the kids are not playing strategy games on the tablet.	the kids are not playing games on the tablet.	strategy games	games	neutral
257	the kids are not playing games on the tablet.	the kids are not playing racing games on the tablet.	racing games	games	entailment
258	the kids are not playing racing games on the tablet.	the kids are not playing games on the tablet.	racing games	games	neutral
259	the kids are not playing games on the tablet.	the kids are not playing adventure games on the tablet.	adventure games	games	entailment
260	the kids are not playing adventure games on the tablet.	the kids are not playing games on the tablet.	adventure games	games	neutral
261	the guests did not drink alcohol at the reception.	the guests did not drink beer at the reception.	beer	alcohol	entailment
262	the guests did not drink beer at the reception.	the guests did not drink alcohol at the reception.	beer	alcohol	neutral
263	the guests did not drink alcohol at the reception.	the guests did not drink wine at the reception.	wine	alcohol	entailment
264	the guests did not drink wine at the reception.	the guests did not drink alcohol at the reception.	wine	alcohol	neutral
265	the guests did not drink alcohol at the reception.	the guests did not drink whiskey at the reception.	whiskey	alcohol	entailment
266	the guests did not drink whiskey at the reception.	the guests did not drink alcohol at the reception.	whiskey	alcohol	neutral
267	the guests did not drink alcohol at the reception.	the guests did not drink vodka at the reception.	vodka	alcohol	entailment
268	the guests did not drink vodka at the reception.	the guests did not drink alcohol at the reception.	vodka	alcohol	neutral
277	the chef is not adding spices to the soup.	the chef is not adding cumin to the soup.	cumin	spices	entailment
278	the chef is not adding cumin to the soup.	the chef is not adding spices to the soup.	cumin	spices	neutral
279	the chef is not adding spices to the soup.	the chef is not adding paprika to the soup.	paprika	spices	entailment
280	the chef is not adding paprika to the soup.	the chef is not adding spices to the soup.	paprika	spices	neutral
281	the chef is not adding spices to the soup.	the chef is not adding turmeric to the soup.	turmeric	spices	entailment
282	the chef is not adding turmeric to the soup.	the chef is not adding spices to the soup.	turmeric	spices	neutral
283	the chef is not adding spices to the soup.	the chef is not adding cinnamon to the soup.	cinnamon	spices	entailment
284	the chef is not adding cinnamon to the soup.	the chef is not adding spices to the soup.	cinnamon	spices	neutral
285	the clerk did not accept payment methods listed online.	the clerk did not accept cash listed online.	cash	payment methods	entailment
286	the clerk did not accept cash listed online.	the clerk did not accept payment methods listed online.	cash	payment methods	neutral
287	the clerk did not accept payment methods listed online.	the clerk did not accept credit cards listed online.	credit cards	payment methods	entailment
288	the clerk did not accept credit cards listed online.	the clerk did not accept payment methods listed online.	credit cards	payment methods	neutral
289	the clerk did not accept payment methods listed online.	the clerk did not accept debit cards listed online.	debit cards	payment methods	entailment
290	the clerk did not accept debit cards listed online.	the clerk did not accept payment methods listed online.	debit cards	payment methods	neutral
291	the clerk did not accept payment methods listed online.	the clerk did not accept mobile wallets listed online.	mobile wallets	payment methods	entailment
292	the clerk did not accept mobile wallets listed online.	the clerk did not accept payment methods listed online.	mobile wallets	payment methods	neutral
293	the programmer did not import libraries in this script.	the programmer did not import NumPy in this script.	NumPy	libraries	entailment
294	the programmer did not import NumPy in this script.	the programmer did not import libraries in this script.	NumPy	libraries	neutral
295	the programmer did not import libraries in this script.	the programmer did not import Pandas in this script.	Pandas	libraries	entailment
296	the programmer did not import Pandas in this script.	the programmer did not import libraries in this script.	Pandas	libraries	neutral
297	the programmer did not import libraries in this script.	the programmer did not import Matplotlib in this script.	Matplotlib	libraries	entailment
298	the programmer did not import Matplotlib in this script.	the programmer did not import libraries in this script.	Matplotlib	libraries	neutral
299	the programmer did not import libraries in this script.	the programmer did not import Requests in this script.	Requests	libraries	entailment
300	the programmer did not import Requests in this script.	the programmer did not import libraries in this script.	Requests	libraries	neutral
301	the guide did not visit countries in south america.	the guide did not visit Brazil in south america.	Brazil	countries	entailment
302	the guide did not visit Brazil in south america.	the guide did not visit countries in south america.	Brazil	countries	neutral
303	the guide did not visit countries in south america.	the guide did not visit Peru in south america.	Peru	countries	entailment
304	the guide did not visit Peru in south america.	the guide did not visit countries in south america.	Peru	countries	neutral
305	the guide did not visit countries in south america.	the guide did not visit Chile in south america.	Chile	countries	entailment
306	the guide did not visit Chile in south america.	the guide did not visit countries in south america.	Chile	countries	neutral
307	the guide did not visit countries in south america.	the guide did not visit Argentina in south america.	Argentina	countries	entailment
308	the guide did not visit Argentina in south america.	the guide did not visit countries in south america.	Argentina	countries	neutral
309	the swimmer did not wear goggles in the pool.	the swimmer did not wear swim goggles in the pool.	swim goggles	goggles	entailment
310	the swimmer did not wear swim goggles in the pool.	the swimmer did not wear goggles in the pool.	swim goggles	goggles	neutral
311	the swimmer did not wear goggles in the pool.	the swimmer did not wear racing goggles in the pool.	racing goggles	goggles	entailment
312	the swimmer did not wear racing goggles in the pool.	the swimmer did not wear goggles in the pool.	racing goggles	goggles	neutral
313	the swimmer did not wear goggles in the pool.	the swimmer did not wear training goggles in the pool.	training goggles	goggles	entailment
314	the swimmer did not wear training goggles in the pool.	the swimmer did not wear goggles in the pool.	training goggles	goggles	neutral
315	the biologist did not study animals in that habitat.	the biologist did not study mammals in that habitat.	mammals	animals	entailment
316	the biologist did not study mammals in that habitat.	the biologist did not study animals in that habitat.	mammals	animals	neutral
317	the biologist did not study animals in that habitat.	the biologist did not study birds in that habitat.	birds	animals	entailment
318	the biologist did not study birds in that habitat.	the biologist did not study animals in that habitat.	birds	animals	neutral
319	the biologist did not study animals in that habitat.	the biologist did not study reptiles in that habitat.	reptiles	animals	entailment
320	the biologist did not study reptiles in that habitat.	the biologist did not study animals in that habitat.	reptiles	animals	neutral
321	the biologist did not study animals in that habitat.	the biologist did not study amphibians in that habitat.	amphibians	animals	entailment
322	the biologist did not study amphibians in that habitat.	the biologist did not study animals in that habitat.	amphibians	animals	neutral
323	the parent did not buy toys at the store.	the parent did not buy puzzles at the store.	puzzles	toys	entailment
324	the parent did not buy puzzles at the store.	the parent did not buy toys at the store.	puzzles	toys	neutral
325	the parent did not buy toys at the store.	the parent did not buy dolls at the store.	dolls	toys	entailment
326	the parent did not buy dolls at the store.	the parent did not buy toys at the store.	dolls	toys	neutral
327	the parent did not buy toys at the store.	the parent did not buy action figures at the store.	action figures	toys	entailment
328	the parent did not buy action figures at the store.	the parent did not buy toys at the store.	action figures	toys	neutral
329	the parent did not buy toys at the store.	the parent did not buy board games at the store.	board games	toys	entailment
330	the parent did not buy board games at the store.	the parent did not buy toys at the store.	board games	toys	neutral
331	the editor did not use fonts from that family.	the editor did not use serif fonts from that family.	serif fonts	fonts	entailment
332	the editor did not use serif fonts from that family.	the editor did not use fonts from that family.	serif fonts	fonts	neutral
333	the editor did not use fonts from that family.	the editor did not use sans-serif fonts from that family.	sans-serif fonts	fonts	entailment
334	the editor did not use sans-serif fonts from that family.	the editor did not use fonts from that family.	sans-serif fonts	fonts	neutral
335	the editor did not use fonts from that family.	the editor did not use monospace fonts from that family.	monospace fonts	fonts	entailment
336	the editor did not use monospace fonts from that family.	the editor did not use fonts from that family.	monospace fonts	fonts	neutral
337	the editor did not use fonts from that family.	the editor did not use display fonts from that family.	display fonts	fonts	entailment
338	the editor did not use display fonts from that family.	the editor did not use fonts from that family.	display fonts	fonts	neutral
347	the tenant did not use appliances in the basement.	the tenant did not use washer in the basement.	washer	appliances	entailment
348	the tenant did not use washer in the basement.	the tenant did not use appliances in the basement.	washer	appliances	neutral
