textid	text	pair	weak	strong	label
72	an athlete is missing a boot.	an athlete is missing a shoe.	boot	shoe	non-entailment
73	there is a man not wearing a plant.	there is a man not wearing a rose.	entailment		
74	there is a man not wearing a rose.	there is a man not wearing a plant.	rose	plant	non-entailment
75	there is a man not wearing a plant.	there is a man not wearing a fern.	entailment		
76	there is a man not wearing a fern.	there is a man not wearing a plant.	fern	plant	non-entailment
77	there is a man not wearing a plant.	there is a man not wearing a cactus.	entailment		
78	there is a man not wearing a cactus.	there is a man not wearing a plant.	cactus	plant	non-entailment
79	a woman is not holding a plant.	a woman is not holding a rose.	entailment		
80	a woman is not holding a rose.	a woman is not holding a plant.	rose	plant	non-entailment
81	a woman is not holding a plant.	a woman is not holding a fern.	entailment		
82	a woman is not holding a fern.	a woman is not holding a plant.	fern	plant	non-entailment
83	a woman is not holding a plant.	a woman is not holding a cactus.	entailment		
84	a woman is not holding a cactus.	a woman is not holding a plant.	cactus	plant	non-entailment
85	a child does not have a plant.	a child does not have a rose.	entailment		
86	a child does not have a rose.	a child does not have a plant.	rose	plant	non-entailment
87	a child does not have a plant.	a child does not have a fern.	entailment		
88	a child does not have a fern.	a child does not have a plant.	fern	plant	non-entailment
89	a child does not have a plant.	a child does not have a cactus.	entailment		
90	a child does not have a cactus.	a child does not have a plant.	cactus	plant	non-entailment
91	a student did not bring a plant.	a student did not bring a rose.	entailment		
92	a student did not bring a rose.	a student did not bring a plant.	rose	plant	non-entailment
93	a student did not bring a plant.	a student did not bring a fern.	entailment		
94	a student did not bring a fern.	a student did not bring a plant.	fern	plant	non-entailment
95	a student did not bring a plant.	a student did not bring a cactus.	entailment		
96	a student did not bring a cactus.	a student did not bring a plant.	cactus	plant	non-entailment
97	a worker is without a plant.	a worker is without a rose.	entailment		
98	a worker is without a rose.	a worker is without a plant.	rose	plant	non-entailment
99	a worker is without a plant.	a worker is without a fern.	entailment		
100	a worker is without a fern.	a worker is without a plant.	fern	plant	non-entailment
101	a worker is without a plant.	a worker is without a cactus.	entailment		
102	a worker is without a cactus.	a worker is without a plant.	cactus	plant	non-entailment
103	an athlete is missing a plant.	an athlete is missing a rose.	entailment		
104	an athlete is missing a rose.	an athlete is missing a plant.	rose	plant	non-entailment
105	an athlete is missing a plant.	an athlete is missing a fern.	entailment		
106	an athlete is missing a fern.	an athlete is missing a plant.	fern	plant	non-entailment
107	an athlete is missing a plant.	an athlete is missing a cactus.	entailment		
108	an athlete is missing a cactus.	an athlete is missing a plant.	cactus	plant	non-entailment
109	there is a man not wearing a book.	there is a man not wearing a novel.	entailment		
110	there is a man not wearing a novel.	there is a man not wearing a book.	novel	book	non-entailment
111	there is a man not wearing a book.	there is a man not wearing a textbook.	entailment		
112	there is a man not wearing a textbook.	there is a man not wearing a book.	textbook	book	non-entailment
113	there is a man not wearing a book.	there is a man not wearing a dictionary.	entailment		
114	there is a man not wearing a dictionary.	there is a man not wearing a book.	dictionary	book	non-entailment
115	a woman is not holding a book.	a woman is not holding a novel.	entailment		
116	a woman is not holding a novel.	a woman is not holding a book.	novel	book	non-entailment
117	a woman is not holding a book.	a woman is not holding a textbook.	entailment		
118	a woman is not holding a textbook.	a woman is not holding a book.	textbook	book	non-entailment
119	a woman is not holding a book.	a woman is not holding a dictionary.	entailment		
120	a woman is not holding a dictionary.	a woman is not holding a book.	dictionary	book	non-entailment
121	a child does not have a book.	a child does not have a novel.	entailment		
122	a child does not have a novel.	a child does not have a book.	novel	book	non-entailment
123	a child does not have a book.	a child does not have a textbook.	entailment		
124	a child does not have a textbook.	a child does not have a book.	textbook	book	non-entailment
125	a child does not have a book.	a child does not have a dictionary.	entailment		
126	a child does not have a dictionary.	a child does not have a book.	dictionary	book	non-entailment
127	a student did not bring a book.	a student did not bring a novel.	entailment		
128	a student did not bring a novel.	a student did not bring a book.	novel	book	non-entailment
129	a student did not bring a book.	a student did not bring a textbook.	entailment		
130	a student did not bring a textbook.	a student did not bring a book.	textbook	book	non-entailment
131	a student did not bring a book.	a student did not bring a dictionary.	entailment		
132	a student did not bring a dictionary.	a student did not bring a book.	dictionary	book	non-entailment
133	a worker is without a book.	a worker is without a novel.	entailment		
134	a worker is without a novel.	a worker is without a book.	novel	book	non-entailment
135	a worker is without a book.	a worker is without a textbook.	entailment		
136	a worker is without a textbook.	a worker is without a book.	textbook	book	non-entailment
137	a worker is without a book.	a worker is without a dictionary.	entailment		
138	a worker is without a dictionary.	a worker is without a book.	dictionary	book	non-entailment
139	an athlete is missing a book.	an athlete is missing a novel.	entailment		
140	an athlete is missing a novel.	an athlete is missing a book.	novel	book	non-entailment
141	an athlete is missing a book.	an athlete is missing a textbook.	entailment		
142	an athlete is missing a textbook.	an athlete is missing a book.	textbook	book	non-entailment
143	an athlete is missing a book.	an athlete is missing a dictionary.	entailment		
144	an athlete is missing a dictionary.	an athlete is missing a book.	dictionary	book	non-entailment
145	there is a man not wearing a toy.	there is a man not wearing a doll.	entailment		
146	there is a man not wearing a doll.	there is a man not wearing a toy.	doll	toy	non-entailment
147	there is a man not wearing a toy.	there is a man not wearing a puzzle.	entailment		
148	there is a man not wearing a puzzle.	there is a man not wearing a toy.	puzzle	toy	non-entailment
149	there is a man not wearing a toy.	there is a man not wearing a action figure.	entailment		
150	there is a man not wearing a action figure.	there is a man not wearing a toy.	action figure	toy	non-entailment
151	a woman is not holding a toy.	a woman is not holding a doll.	entailment		
152	a woman is not holding a doll.	a woman is not holding a toy.	doll	toy	non-entailment
153	a woman is not holding a toy.	a woman is not holding a puzzle.	entailment		
154	a woman is not holding a puzzle.	a woman is not holding a toy.	puzzle	toy	non-entailment
155	a woman is not holding a toy.	a woman is not holding a action figure.	entailment		
156	a woman is not holding a action figure.	a woman is not holding a toy.	action figure	toy	non-entailment
157	a child does not have a toy.	a child does not have a doll.	entailment		
158	a child does not have a doll.	a child does not have a toy.	doll	toy	non-entailment
159	a child does not have a toy.	a child does not have a puzzle.	entailment		
160	a child does not have a puzzle.	a child does not have a toy.	puzzle	toy	non-entailment
161	a child does not have a toy.	a child does not have a action figure.	entailment		
162	a child does not have a action figure.	a child does not have a toy.	action figure	toy	non-entailment
163	a student did not bring a toy.	a student did not bring a doll.	entailment		
164	a student did not bring a doll.	a student did not bring a toy.	doll	toy	non-entailment
165	a student did not bring a toy.	a student did not bring a puzzle.	entailment		
166	a student did not bring a puzzle.	a student did not bring a toy.	puzzle	toy	non-entailment
167	a student did not bring a toy.	a student did not bring a action figure.	entailment		
168	a student did not bring a action figure.	a student did not bring a toy.	action figure	toy	non-entailment
169	a worker is without a toy.	a worker is without a doll.	entailment		
170	a worker is without a doll.	a worker is without a toy.	doll	toy	non-entailment
171	a worker is without a toy.	a worker is without a puzzle.	entailment		
172	a worker is without a puzzle.	a worker is without a toy.	puzzle	toy	non-entailment
173	a worker is without a toy.	a worker is without a action figure.	entailment		
174	a worker is without a action figure.	a worker is without a toy.	action figure	toy	non-entailment
175	an athlete is missing a toy.	an athlete is missing a doll.	entailment		
176	an athlete is missing a doll.	an athlete is missing a toy.	doll	toy	non-entailment
177	an athlete is missing a toy.	an athlete is missing a puzzle.	entailment		
178	an athlete is missing a puzzle.	an athlete is missing a toy.	puzzle	toy	non-entailment
179	an athlete is missing a toy.	an athlete is missing a action figure.	entailment		
180	an athlete is missing a action figure.	an athlete is missing a toy.	action figure	toy	non-entailment
181	there is a man not wearing a phone.	there is a man not wearing a smartphone.	entailment		
182	there is a man not wearing a smartphone.	there is a man not wearing a phone.	smartphone	phone	non-entailment
183	there is a man not wearing a phone.	there is a man not wearing a flip phone.	entailment		
184	there is a man not wearing a flip phone.	there is a man not wearing a phone.	flip phone	phone	non-entailment
185	there is a man not wearing a phone.	there is a man not wearing a satellite phone.	entailment		
186	there is a man not wearing a satellite phone.	there is a man not wearing a phone.	satellite phone	phone	non-entailment
187	a woman is not holding a phone.	a woman is not holding a smartphone.	entailment		
188	a woman is not holding a smartphone.	a woman is not holding a phone.	smartphone	phone	non-entailment
189	a woman is not holding a phone.	a woman is not holding a flip phone.	entailment		
190	a woman is not holding a flip phone.	a woman is not holding a phone.	flip phone	phone	non-entailment
191	a woman is not holding a phone.	a woman is not holding a satellite phone.	entailment		
192	a woman is not holding a satellite phone.	a woman is not holding a phone.	satellite phone	phone	non-entailment
193	a child does not have a phone.	a child does not have a smartphone.	entailment		
194	a child does not have a smartphone.	a child does not have a phone.	smartphone	phone	non-entailment
195	a child does not have a phone.	a child does not have a flip phone.	entailment		
196	a child does not have a flip phone.	a child does not have a phone.	flip phone	phone	non-entailment
197	a child does not have a phone.	a child does not have a satellite phone.	entailment		
198	a child does not have a satellite phone.	a child does not have a phone.	satellite phone	phone	non-entailment
199	a student did not bring a phone.	a student did not bring a smartphone.	entailment		
200	a student did not bring a smartphone.	a student did not bring a phone.	smartphone	phone	non-entailment
201	a student did not bring a phone.	a student did not bring a flip phone.	entailment		
202	a student did not bring a flip phone.	a student did not bring a phone.	flip phone	phone	non-entailment
203	a student did not bring a phone.	a student did not bring a satellite phone.	entailment		
204	a student did not bring a satellite phone.	a student did not bring a phone.	satellite phone	phone	non-entailment
205	a worker is without a phone.	a worker is without a smartphone.	entailment		
206	a worker is without a smartphone.	a worker is without a phone.	smartphone	phone	non-entailment
207	a worker is without a phone.	a worker is without a flip phone.	entailment		
208	a worker is without a flip phone.	a worker is without a phone.	flip phone	phone	non-entailment
209	a worker is without a phone.	a worker is without a satellite phone.	entailment		
210	a worker is without a satellite phone.	a worker is without a phone.	satellite phone	phone	non-entailment
211	an athlete is missing a phone.	an athlete is missing a smartphone.	entailment		
212	an athlete is missing a smartphone.	an athlete is missing a phone.	smartphone	phone	non-entailment
213	an athlete is missing a phone.	an athlete is missing a flip phone.	entailment		
214	an athlete is missing a flip phone.	an athlete is missing a phone.	flip phone	phone	non-entailment
215	an athlete is missing a phone.	an athlete is missing a satellite phone.	entailment		
216	an athlete is missing a satellite phone.	an athlete is missing a phone.	satellite phone	phone	non-entailment
217	there is a man not wearing a car.	there is a man not wearing a sedan.	entailment		
218	there is a man not wearing a sedan.	there is a man not wearing a car.	sedan	car	non-entailment
219	there is a man not wearing a car.	there is a man not wearing a convertible.	entailment		
220	there is a man not wearing a convertible.	there is a man not wearing a car.	convertible	car	non-entailment
221	there is a man not wearing a car.	there is a man not wearing a hatchback.	entailment		
222	there is a man not wearing a hatchback.	there is a man not wearing a car.	hatchback	car	non-entailment
223	a woman is not holding a car.	a woman is not holding a sedan.	entailment		
224	a woman is not holding a sedan.	a woman is not holding a car.	sedan	car	non-entailment
225	a woman is not holding a car.	a woman is not holding a convertible.	entailment		
226	a woman is not holding a convertible.	a woman is not holding a car.	convertible	car	non-entailment
227	a woman is not holding a car.	a woman is not holding a hatchback.	entailment		
228	a woman is not holding a hatchback.	a woman is not holding a car.	hatchback	car	non-entailment
229	a child does not have a car.	a child does not have a sedan.	entailment		
230	a child does not have a sedan.	a child does not have a car.	sedan	car	non-entailment
231	a child does not have a car.	a child does not have a convertible.	entailment		
232	a child does not have a convertible.	a child does not have a car.	convertible	car	non-entailment
233	a child does not have a car.	a child does not have a hatchback.	entailment		
234	a child does not have a hatchback.	a child does not have a car.	hatchback	car	non-entailment
235	a student did not bring a car.	a student did not bring a sedan.	entailment		
236	a student did not bring a sedan.	a student did not bring a car.	sedan	car	non-entailment
237	a student did not bring a car.	a student did not bring a convertible.	entailment		
238	a student did not bring a convertible.	a student did not bring a car.	convertible	car	non-entailment
239	a student did not bring a car.	a student did not bring a hatchback.	entailment		
240	a student did not bring a hatchback.	a student did not bring a car.	hatchback	car	non-entailment
241	a worker is without a car.	a worker is without a sedan.	entailment		
242	a worker is without a sedan.	a worker is without a car.	sedan	car	non-entailment
243	a worker is without a car.	a worker is without a convertible.	entailment		
244	a worker is without a convertible.	a worker is without a car.	convertible	car	non-entailment
245	a worker is without a car.	a worker is without a hatchback.	entailment		
246	a worker is without a hatchback.	a worker is without a car.	hatchback	car	non-entailment
247	an athlete is missing a car.	an athlete is missing a sedan.	entailment		
248	an athlete is missing a sedan.	an athlete is missing a car.	sedan	car	non-entailment
249	an athlete is missing a car.	an athlete is missing a convertible.	entailment		
250	an athlete is missing a convertible.	an athlete is missing a car.	convertible	car	non-entailment
251	an athlete is missing a car.	an athlete is missing a hatchback.	entailment		
252	an athlete is missing a hatchback.	an athlete is missing a car.	hatchback	car	non-entailment
253	there is a man not wearing a laptop.	there is a man not wearing a netbook.	entailment		
254	there is a man not wearing a netbook.	there is a man not wearing a laptop.	netbook	laptop	non-entailment
255	there is a man not wearing a laptop.	there is a man not wearing a ultrabook.	entailment		
256	there is a man not wearing a ultrabook.	there is a man not wearing a laptop.	ultrabook	laptop	non-entailment
257	there is a man not wearing a laptop.	there is a man not wearing a gaming laptop.	entailment		
258	there is a man not wearing a gaming laptop.	there is a man not wearing a laptop.	gaming laptop	laptop	non-entailment
259	a woman is not holding a laptop.	a woman is not holding a netbook.	entailment		
260	a woman is not holding a netbook.	a woman is not holding a laptop.	netbook	laptop	non-entailment
261	a woman is not holding a laptop.	a woman is not holding a ultrabook.	entailment		
262	a woman is not holding a ultrabook.	a woman is not holding a laptop.	ultrabook	laptop	non-entailment
263	a woman is not holding a laptop.	a woman is not holding a gaming laptop.	entailment		
264	a woman is not holding a gaming laptop.	a woman is not holding a laptop.	gaming laptop	laptop	non-entailment
265	a child does not have a laptop.	a child does not have a netbook.	entailment		
266	a child does not have a netbook.	a child does not have a laptop.	netbook	laptop	non-entailment
267	a child does not have a laptop.	a child does not have a ultrabook.	entailment		
268	a child does not have a ultrabook.	a child does not have a laptop.	ultrabook	laptop	non-entailment
269	a child does not have a laptop.	a child does not have a gaming laptop.	entailment		
270	a child does not have a gaming laptop.	a child does not have a laptop.	gaming laptop	laptop	non-entailment
271	a student did not bring a laptop.	a student did not bring a netbook.	entailment		
272	a student did not bring a netbook.	a student did not bring a laptop.	netbook	laptop	non-entailment
273	a student did not bring a laptop.	a student did not bring a ultrabook.	entailment		
274	a student did not bring a ultrabook.	a student did not bring a laptop.	ultrabook	laptop	non-entailment
275	a student did not bring a laptop.	a student did not bring a gaming laptop.	entailment		
276	a student did not bring a gaming laptop.	a student did not bring a laptop.	gaming laptop	laptop	non-entailment
277	a worker is without a laptop.	a worker is without a netbook.	entailment		
278	a worker is without a netbook.	a worker is without a laptop.	netbook	laptop	non-entailment
279	a worker is without a laptop.	a worker is without a ultrabook.	entailment		
280	a worker is without a ultrabook.	a worker is without a laptop.	ultrabook	laptop	non-entailment
281	a worker is without a laptop.	a worker is without a gaming laptop.	entailment		
282	a worker is without a gaming laptop.	a worker is without a laptop.	gaming laptop	laptop	non-entailment
283	an athlete is missing a laptop.	an athlete is missing a netbook.	entailment		
284	an athlete is missing a netbook.	an athlete is missing a laptop.	netbook	laptop	non-entailment
285	an athlete is missing a laptop.	an athlete is missing a ultrabook.	entailment		
286	an athlete is missing a ultrabook.	an athlete is missing a laptop.	ultrabook	laptop	non-entailment
287	an athlete is missing a laptop.	an athlete is missing a gaming laptop.	entailment		
288	an athlete is missing a gaming laptop.	an athlete is missing a laptop.	gaming laptop	laptop	non-entailment
289	there is a man not wearing a guitar.	there is a man not wearing a acoustic guitar.	entailment		
290	there is a man not wearing a acoustic guitar.	there is a man not wearing a guitar.	acoustic guitar	guitar	non-entailment
291	there is a man not wearing a guitar.	there is a man not wearing a electric guitar.	entailment		
292	there is a man not wearing a electric guitar.	there is a man not wearing a guitar.	electric guitar	guitar	non-entailment
293	there is a man not wearing a guitar.	there is a man not wearing a classical guitar.	entailment		
294	there is a man not wearing a classical guitar.	there is a man not wearing a guitar.	classical guitar	guitar	non-entailment
295	a woman is not holding a guitar.	a woman is not holding a acoustic guitar.	entailment		
296	a woman is not holding a acoustic guitar.	a woman is not holding a guitar.	acoustic guitar	guitar	non-entailment
297	a woman is not holding a guitar.	a woman is not holding a electric guitar.	entailment		
298	a woman is not holding a electric guitar.	a woman is not holding a guitar.	electric guitar	guitar	non-entailment
299	a woman is not holding a guitar.	a woman is not holding a classical guitar.	entailment		
300	a woman is not holding a classical guitar.	a woman is not holding a guitar.	classical guitar	guitar	non-entailment
301	a child does not have a guitar.	a child does not have a acoustic guitar.	entailment		
302	a child does not have a acoustic guitar.	a child does not have a guitar.	acoustic guitar	guitar	non-entailment
303	a child does not have a guitar.	a child does not have a electric guitar.	entailment		
304	a child does not have a electric guitar.	a child does not have a guitar.	electric guitar	guitar	non-entailment
305	a child does not have a guitar.	a child does not have a classical guitar.	entailment		
306	a child does not have a classical guitar.	a child does not have a guitar.	classical guitar	guitar	non-entailment
307	a student did not bring a guitar.	a student did not bring a acoustic guitar.	entailment		
308	a student did not bring a acoustic guitar.	a student did not bring a guitar.	acoustic guitar	guitar	non-entailment
309	a student did not bring a guitar.	a student did not bring a electric guitar.	entailment		
310	a student did not bring a electric guitar.	a student did not bring a guitar.	electric guitar	guitar	non-entailment
311	a student did not bring a guitar.	a student did not bring a classical guitar.	entailment		
312	a student did not bring a classical guitar.	a student did not bring a guitar.	classical guitar	guitar	non-entailment
313	a worker is without a guitar.	a worker is without a acoustic guitar.	entailment		
314	a worker is without a acoustic guitar.	a worker is without a guitar.	acoustic guitar	guitar	non-entailment
315	a worker is without a guitar.	a worker is without a electric guitar.	entailment		
316	a worker is without a electric guitar.	a worker is without a guitar.	electric guitar	guitar	non-entailment
317	a worker is without a guitar.	a worker is without a classical guitar.	entailment		
318	a worker is without a classical guitar.	a worker is without a guitar.	classical guitar	guitar	non-entailment
319	an athlete is missing a guitar.	an athlete is missing a acoustic guitar.	entailment		
320	an athlete is missing a acoustic guitar.	an athlete is missing a guitar.	acoustic guitar	guitar	non-entailment
321	an athlete is missing a guitar.	an athlete is missing a electric guitar.	entailment		
322	an athlete is missing a electric guitar.	an athlete is missing a guitar.	electric guitar	guitar	non-entailment
323	an athlete is missing a guitar.	an athlete is missing a classical guitar.	entailment		
324	an athlete is missing a classical guitar.	an athlete is missing a guitar.	classical guitar	guitar	non-entailment
325	there is a man not wearing a cup.	there is a man not wearing a mug.	entailment		
326	there is a man not wearing a mug.	there is a man not wearing a cup.	mug	cup	non-entailment
327	there is a man not wearing a cup.	there is a man not wearing a teacup.	entailment		
328	there is a man not wearing a teacup.	there is a man not wearing a cup.	teacup	cup	non-entailment
329	there is a man not wearing a cup.	there is a man not wearing a glass.	entailment		
330	there is a man not wearing a glass.	there is a man not wearing a cup.	glass	cup	non-entailment
331	a woman is not holding a cup.	a woman is not holding a mug.	entailment		
332	a woman is not holding a mug.	a woman is not holding a cup.	mug	cup	non-entailment
333	a woman is not holding a cup.	a woman is not holding a teacup.	entailment		
334	a woman is not holding a teacup.	a woman is not holding a cup.	teacup	cup	non-entailment
335	a woman is not holding a cup.	a woman is not holding a glass.	entailment		
336	a woman is not holding a glass.	a woman is not holding a cup.	glass	cup	non-entailment
337	a child does not have a cup.	a child does not have a mug.	entailment		
338	a child does not have a mug.	a child does not have a cup.	mug	cup	non-entailment
339	a child does not have a cup.	a child does not have a teacup.	entailment		
340	a child does not have a teacup.	a child does not have a cup.	teacup	cup	non-entailment
341	a child does not have a cup.	a child does not have a glass.	entailment		
342	a child does not have a glass.	a child does not have a cup.	glass	cup	non-entailment
343	a student did not bring a cup.	a student did not bring a mug.	entailment		
344	a student did not bring a mug.	a student did not bring a cup.	mug	cup	non-entailment
345	a student did not bring a cup.	a student did not bring a teacup.	entailment		
346	a student did not bring a teacup.	a student did not bring a cup.	teacup	cup	non-entailment
347	a student did not bring a cup.	a student did not bring a glass.	entailment		
348	a student did not bring a glass.	a student did not bring a cup.	glass	cup	non-entailment
349	a worker is without a cup.	a worker is without a mug.	entailment		
350	a worker is without a mug.	a worker is without a cup.	mug	cup	non-entailment
351	a worker is without a cup.	a worker is without a teacup.	entailment		
352	a worker is without a teacup.	a worker is without a cup.	teacup	cup	non-entailment
353	a worker is without a cup.	a worker is without a glass.	entailment		
354	a worker is without a glass.	a worker is without a cup.	glass	cup	non-entailment
355	an athlete is missing a cup.	an athlete is missing a mug.	entailment		
356	an athlete is missing a mug.	an athlete is missing a cup.	mug	cup	non-entailment
357	an athlete is missing a cup.	an athlete is missing a teacup.	entailment		
358	an athlete is missing a teacup.	an athlete is missing a cup.	teacup	cup	non-entailment
359	an athlete is missing a cup.	an athlete is missing a glass.	entailment		
360	an athlete is missing a glass.	an athlete is missing a cup.	glass	cup	non-entailment
361	there is a man not wearing a chair.	there is a man not wearing a armchair.	entailment		
362	there is a man not wearing a armchair.	there is a man not wearing a chair.	armchair	chair	non-entailment
363	there is a man not wearing a chair.	there is a man not wearing a stool.	entailment		
364	there is a man not wearing a stool.	there is a man not wearing a chair.	stool	chair	non-entailment
365	there is a man not wearing a chair.	there is a man not wearing a recliner.	entailment		
366	there is a man not wearing a recliner.	there is a man not wearing a chair.	recliner	chair	non-entailment
367	a woman is not holding a chair.	a woman is not holding a armchair.	entailment		
368	a woman is not holding a armchair.	a woman is not holding a chair.	armchair	chair	non-entailment
369	a woman is not holding a chair.	a woman is not holding a stool.	entailment		
370	a woman is not holding a stool.	a woman is not holding a chair.	stool	chair	non-entailment
371	a woman is not holding a chair.	a woman is not holding a recliner.	entailment		
372	a woman is not holding a recliner.	a woman is not holding a chair.	recliner	chair	non-entailment
373	a child does not have a chair.	a child does not have a armchair.	entailment		
374	a child does not have a armchair.	a child does not have a chair.	armchair	chair	non-entailment
375	a child does not have a chair.	a child does not have a stool.	entailment		
376	a child does not have a stool.	a child does not have a chair.	stool	chair	non-entailment
377	a child does not have a chair.	a child does not have a recliner.	entailment		
378	a child does not have a recliner.	a child does not have a chair.	recliner	chair	non-entailment
379	a student did not bring a chair.	a student did not bring a armchair.	entailment		
380	a student did not bring a armchair.	a student did not bring a chair.	armchair	chair	non-entailment
381	a student did not bring a chair.	a student did not bring a stool.	entailment		
382	a student did not bring a stool.	a student did not bring a chair.	stool	chair	non-entailment
383	a student did not bring a chair.	a student did not bring a recliner.	entailment		
384	a student did not bring a recliner.	a student did not bring a chair.	recliner	chair	non-entailment
385	a worker is without a chair.	a worker is without a armchair.	entailment		
386	a worker is without a armchair.	a worker is without a chair.	armchair	chair	non-entailment
387	a worker is without a chair.	a worker is without a stool.	entailment		
388	a worker is without a stool.	a worker is without a chair.	stool	chair	non-entailment
389	a worker is without a chair.	a worker is without a recliner.	entailment		
390	a worker is without a recliner.	a worker is without a chair.	recliner	chair	non-entailment
391	an athlete is missing a chair.	an athlete is missing a armchair.	entailment		
392	an athlete is missing a armchair.	an athlete is missing a chair.	armchair	chair	non-entailment
393	an athlete is missing a chair.	an athlete is missing a stool.	entailment		
394	an athlete is missing a stool.	an athlete is missing a chair.	stool	chair	non-entailment
